code,entry_date,exit_date,entry_price,exit_price,pnl_pct,hold_days,exit_reason,entry_score,concurrent_positions,market_state_at_entry
159823,2023-10-10,2023-10-11,0.664,0.673,0.012547439759036156,20,到期,1.0,1,range
159823,2024-03-22,2024-03-25,0.624,0.624,-0.001,20,到期,1.0,1,trend
159823,2024-04-25,2024-04-26,0.657,0.655,-0.004042617960426182,20,到期,1.0,1,trend
159823,2024-05-31,2024-06-03,0.701,0.701,-0.001,20,到期,1.0,1,trend
159823,2024-07-17,2024-07-18,0.706,0.702,-0.006662889518413604,20,到期,1.0,1,range
159825,2021-10-14,2021-10-15,0.96,0.951,-0.010370312500000008,20,到期,1.0,1,trend
159825,2021-11-15,2021-11-16,1.015,1.01,-0.005923645320196939,20,到期,1.0,1,trend
159825,2022-01-06,2022-01-07,1.032,1.03,-0.0029370155038759707,20,到期,1.0,1,trend
159825,2022-02-14,2022-02-15,0.965,0.96,-0.006178756476683943,20,到期,1.0,1,range
159825,2022-03-15,2022-03-16,0.867,0.879,0.012833910034602089,10,止损,1.0,1,range
159825,2022-04-29,2022-05-05,0.888,0.886,-0.0032511261261261282,20,到期,1.0,1,range
159825,2022-07-04,2022-07-05,1.056,1.05,-0.006678977272727277,20,到期,1.0,1,trend
159825,2022-08-03,2022-08-04,0.944,0.944,-0.001,20,到期,1.0,1,range
159825,2022-09-14,2022-09-15,0.965,0.966,3.5751295336788544e-05,20,到期,1.0,1,range
159825,2023-01-09,2023-01-10,0.865,0.863,-0.0033109826589595394,20,到期,1.0,1,range
159825,2023-02-17,2023-02-20,0.876,0.877,0.00014098173515981853,20,到期,1.0,1,trend
159825,2023-03-21,2023-03-22,0.85,0.851,0.0001758823529411774,20,到期,1.0,1,range
159825,2023-08-14,2023-08-15,0.764,0.764,-0.0009999999999999998,20,到期,1.0,1,range
159825,2023-12-18,2023-12-19,0.721,0.721,-0.001,20,到期,1.0,1,range
159825,2024-01-26,2024-01-29,0.668,0.67,0.0019925149700598826,20,到期,1.0,1,range
159825,2024-04-11,2024-04-12,0.688,0.688,-0.001,20,到期,1.0,1,trend
159825,2024-05-23,2024-05-24,0.744,0.748,0.004373655913978499,20,到期,1.0,1,trend
159825,2024-06-24,2024-06-25,0.663,0.662,-0.002507541478129715,19,止损,1.0,1,range
159825,2024-11-06,2024-11-07,0.718,0.72,0.0017841225626740972,20,到期,1.0,1,trend
159825,2024-12-06,2024-12-09,0.689,0.689,-0.001,20,到期,1.0,1,trend
159825,2025-01-08,2025-01-09,0.636,0.636,-0.001,20,到期,1.0,1,range
159825,2025-03-24,2025-03-25,0.667,0.666,-0.0024985007496251886,20,到期,1.0,1,trend
159825,2025-04-23,2025-04-24,0.685,0.685,-0.001,20,到期,1.0,1,trend
159825,2025-05-27,2025-05-28,0.689,0.69,0.00045065312046444254,20,到期,1.0,1,trend
159825,2025-06-27,2025-06-30,0.714,0.717,0.003199579831932777,20,到期,1.0,1,trend
159825,2025-07-28,2025-07-29,0.767,0.767,-0.001,20,到期,1.0,1,trend
159825,2025-09-02,2025-09-03,0.797,0.8,0.002762233375156841,20,到期,1.0,1,trend
159825,2025-10-13,2025-10-14,0.824,0.824,-0.001,20,到期,1.0,1,trend
159825,2025-11-11,2025-11-12,0.829,0.828,-0.002205669481302776,20,到期,1.0,1,trend
159825,2025-12-12,2025-12-15,0.814,0.813,-0.002227886977886979,20,到期,1.0,1,trend
