date,close,v7_vwap_dist,future_return_5d
2024-07-10,0.962,,-0.023908523908523938
2024-07-11,0.972,,-0.01851851851851849
2024-07-12,0.972,,-0.048353909465020495
2024-07-15,0.974,,-0.04312114989733051
2024-07-16,0.972,,-0.043209876543209846
2024-07-17,0.939,,-0.0021299254526090383
2024-07-18,0.954,,-0.047169811320754595
2024-07-19,0.925,,-0.027027027027027084
2024-07-22,0.932,,-0.01716738197424894
2024-07-23,0.93,,-0.03655913978494629
2024-07-24,0.937,,-0.033084311632870844
2024-07-25,0.909,,0.002200220022002153
2024-07-26,0.9,,0.0022222222222221255
2024-07-29,0.916,,-0.05458515283842802
2024-07-30,0.896,,-0.0345982142857143
2024-07-31,0.906,,-0.025386313465783683
2024-08-01,0.911,,-0.028540065861690445
2024-08-02,0.902,,-0.02106430155210648
2024-08-05,0.866,,0.019630484988452768
2024-08-06,0.865,-0.07638253388883155,0.032369942196531776
2024-08-07,0.883,-0.04886784151652252,0.007927519818799578
2024-08-08,0.885,-0.04285363917039225,0.019209039548022666
2024-08-09,0.883,-0.04266917707142051,0.0328425821064553
2024-08-12,0.883,-0.041379666403161666,0.033975084937712285
2024-08-13,0.893,-0.02801660137560794,0.010078387458006821
2024-08-14,0.89,-0.02577226871416298,0.014606741573033766
2024-08-15,0.902,-0.008649535141934762,0.003325942350332678
2024-08-16,0.912,0.008938973128250535,-0.002192982456140302
2024-08-19,0.913,0.012974201183873891,0.0032858707557503752
2024-08-20,0.902,0.002389533567536308,0.0354767184035476
2024-08-21,0.903,0.007059033890430624,0.02436323366555926
2024-08-22,0.905,0.010923308935731003,0.008839779005524795
2024-08-23,0.91,0.01528122422127195,0.007692307692307665
2024-08-26,0.916,0.019274246246812,-0.0065502183406113135
2024-08-27,0.934,0.036035706935171545,-0.03854389721627416
2024-08-28,0.925,0.02506876554016444,-0.05297297297297299
2024-08-29,0.913,0.011840284632209066,-0.06133625410733845
2024-08-30,0.917,0.015869615785709862,-0.06543075245365326
2024-09-02,0.91,0.004707589819351435,-0.09450549450549461
2024-09-03,0.898,-0.00961539126639684,-0.07572383073496669
2024-09-04,0.876,-0.034639871159146345,-0.07191780821917815
2024-09-05,0.857,-0.05180922653007044,-0.04784130688448074
2024-09-06,0.857,-0.05157692774531289,-0.03617269544924162
2024-09-09,0.824,-0.08570042822934046,0.008495145631068013
2024-09-10,0.83,-0.07785211299126754,0.012048192771084265
2024-09-11,0.813,-0.09159537859848312,0.03690036900368998
2024-09-12,0.816,-0.08492592916137225,0.047794117647058876
2024-09-13,0.826,-0.07041120843240307,0.08232445520581111
2024-09-18,0.831,-0.06338879157015884,0.08303249097472931
2024-09-19,0.84,-0.051134212350830675,0.07023809523809521
2024-09-20,0.843,-0.04589117873078381,0.07473309608540935
2024-09-23,0.855,-0.029286048837905285,0.08888888888888902
2024-09-24,0.894,0.016524603946701487,0.06487695749440703
2024-09-25,0.9,0.027625080664541918,0.0011111111111110628
2024-09-26,0.899,0.02960598291323307,0.05005561735261388
2024-09-27,0.906,0.03887498542104632,0.017660044150110465
2024-09-30,0.931,0.0538623032053824,0.02470461868958096
2024-10-08,0.952,0.062189334422168105,-0.024159663865546133
2024-10-09,0.901,0.0010889575912034616,0.03662597114317423
2024-10-10,0.944,0.04725216286551941,-0.02754237288135586
2024-10-11,0.922,0.020431921762534583,0.009761388286334105
2024-10-14,0.954,0.04407562340709642,-0.03039832285115296
2024-10-15,0.929,0.015386597398372266,-0.0021528525296017342
2024-10-16,0.934,0.018923995232527264,-0.0064239828693790635
2024-10-17,0.918,0.0005675116677849409,0.007625272331154731
2024-10-18,0.931,0.011469052715070087,-0.01611170784103111
2024-10-21,0.925,0.0029243481681696056,-0.009729729729729741
2024-10-22,0.927,0.0034226314830193222,-0.02696871628910469
2024-10-23,0.928,0.003801447077332189,-0.042025862068965525
2024-10-24,0.925,-0.0004980399040520059,-0.035675675675675755
2024-10-25,0.916,-0.011138730648895655,-0.014192139737991272
2024-10-28,0.916,-0.013052126675803008,-0.01965065502183405
2024-10-29,0.902,-0.03180921651601473,0.005543237250554389
2024-10-30,0.889,-0.045519519826830356,0.013498312710911176
2024-10-31,0.892,-0.04296014827749696,0.02578475336322872
2024-11-01,0.903,-0.02923568667299543,-0.008859357696566983
2024-11-04,0.898,-0.03195475320388672,-0.016703786191536785
2024-11-05,0.907,-0.016329996706214128,-0.03858875413450935
2024-11-06,0.901,-0.02366946386233185,-0.02441731409544956
2024-11-07,0.915,-0.007391323557053842,-0.05355191256830605
2024-11-08,0.895,-0.027150331558167328,-0.020111731843575398
2024-11-11,0.883,-0.03044495810976921,0.006795016987542368
2024-11-12,0.872,-0.038472920704902235,0.017201834862385246
2024-11-13,0.879,-0.028163608944853778,0.010238907849829282
2024-11-14,0.866,-0.04072319352665503,0.024249422632794504
2024-11-15,0.877,-0.026268071345877726,-0.005701254275940704
2024-11-18,0.889,-0.011677432773430477,-0.01462317210348707
2024-11-19,0.887,-0.01294312448400838,-0.020293122886133053
2024-11-20,0.888,-0.010998514910366993,-0.014639639639639657
2024-11-21,0.887,-0.010604546400785644,-0.02367531003382184
2024-11-22,0.872,-0.025557222636645865,-0.005733944954128489
2024-11-25,0.876,-0.01911868236512357,-0.003424657534246589
2024-11-26,0.869,-0.025726668954747258,0.026467203682393636
2024-11-27,0.875,-0.01806933360850797,0.035428571428571365
2024-11-28,0.866,-0.02670779955027634,0.04041570438799069
2024-11-29,0.867,-0.023028417668252813,0.04844290657439454
2024-12-02,0.873,-0.01434651143533378,0.0458190148911799
2024-12-03,0.892,0.008976606090229355,0.02578475336322872
2024-12-04,0.906,0.024900834545730447,0.01876379690949226
2024-12-05,0.901,0.018499100119451044,0.03218645948945609
2024-12-06,0.909,0.028153982589092248,0.0066006600660066805
2024-12-09,0.913,0.031003672251805933,-0.0021905805038334725
2024-12-10,0.915,0.02969345259442451,-0.0043715846994535346
2024-12-11,0.923,0.036032984449945196,-0.004333694474539573
2024-12-12,0.93,0.04048290527309377,-0.013978494623655968
2024-12-13,0.915,0.02075221972449804,-0.013114754098360715
2024-12-16,0.911,0.013867426046181507,0.00658616904500553
2024-12-17,0.911,0.011817317055409842,0.021953896816685026
2024-12-18,0.919,0.018725631228943045,0.01088139281828071
2024-12-19,0.917,0.01519542483592734,0.022900763358778553
2024-12-20,0.903,-0.0011881833116742623,0.032115171650055396
2024-12-23,0.917,0.012822180685214174,0.02399127589967276
2024-12-24,0.931,0.026015382376564016,0.011815252416756072
2024-12-25,0.929,0.020442626477904898,-0.008611410118406937
