date,close,v7_vwap_dist,future_return_5d
2023-10-16,3.413,,-0.043656607090536204
2023-10-17,3.425,,-0.045547445255474384
2023-10-18,3.397,,-0.03179275831616124
2023-10-19,3.32,,-0.005421686746987842
2023-10-20,3.302,,0.016353725015142206
2023-10-23,3.264,,0.03308823529411775
2023-10-24,3.269,,0.02906087488528586
2023-10-25,3.289,,0.022195196108239612
2023-10-26,3.302,,0.01302241066020593
2023-10-27,3.356,,0.005065554231227676
2023-10-30,3.372,,0.014531435349940613
2023-10-31,3.364,,0.013674197384066611
2023-11-01,3.362,,0.011005353955978459
2023-11-02,3.345,,0.01704035874439458
2023-11-03,3.373,,0.0005929439667951009
2023-11-06,3.421,,-0.014907921660333168
2023-11-07,3.41,,-0.011730205278592365
2023-11-08,3.399,,-0.0011768167107972793
2023-11-09,3.402,,-0.012639623750734907
2023-11-10,3.375,0.009192128850868451,-0.00622222222222224
2023-11-13,3.37,0.008654572316041241,-0.0014836795252225476
2023-11-14,3.37,0.00928079518645553,0.0
2023-11-15,3.395,0.01672269771663651,-0.018851251840942607
2023-11-16,3.359,0.005567584075096592,-0.002679368859779707
2023-11-17,3.354,0.0030532444816966614,-0.008646392367322564
2023-11-20,3.365,0.002910899207219589,-0.019019316493313565
2023-11-21,3.37,0.0019578460238979176,-0.01928783382789312
2023-11-22,3.331,-0.010744359339051643,-0.015911137796457475
2023-11-23,3.35,-0.006108897459148028,-0.020298507462686577
2023-11-24,3.325,-0.013946524516432137,-0.017142857142857237
2023-11-27,3.301,-0.020265725928748975,-0.017267494698576136
2023-11-28,3.305,-0.018395526923414496,-0.03842662632375193
2023-11-29,3.278,-0.025316804700825146,-0.028981086028065928
2023-11-30,3.282,-0.023259486590926817,-0.03290676416819016
2023-12-01,3.268,-0.025835114557659866,-0.026621787025703725
2023-12-04,3.244,-0.03054815050211591,-0.012022194821208476
2023-12-05,3.178,-0.047038053134780565,0.011013215859030812
2023-12-06,3.183,-0.04169236873920103,-0.00879673264216152
2023-12-07,3.174,-0.0408488470251427,-0.011027095148078203
2023-12-08,3.181,-0.03624921307178373,-0.015403961018547574
2023-12-11,3.205,-0.026195367563036108,-0.027145085803432223
2023-12-12,3.213,-0.021752340383249722,-0.028944911297852483
2023-12-13,3.155,-0.03603057366124423,-0.02091917591125192
2023-12-14,3.139,-0.0378101337682937,-0.006052883083784599
2023-12-15,3.132,-0.03613529809755284,-0.0019157088122606636
2023-12-18,3.118,-0.036723444247660796,0.005452212957023805
2023-12-19,3.12,-0.0312985600518383,-0.0016025641025640969
2023-12-20,3.089,-0.037028562196795164,0.011654257041113558
2023-12-21,3.12,-0.022804506283454328,0.028525641025640924
2023-12-22,3.126,-0.01697805690081044,0.029750479846449185
2023-12-25,3.135,-0.011828146375001139,0.0121212121212122
2023-12-26,3.115,-0.015924637400340117,0.015409309791332149
2023-12-27,3.125,-0.010647247866434539,0.0025599999999998957
2023-12-28,3.209,0.016329078589784503,-0.02898099096291684
2023-12-29,3.219,0.018728382862262867,-0.04659832246039142
2024-01-02,3.173,0.004698640854597987,-0.030255278915852557
2024-01-03,3.163,0.0020099681000403445,-0.03224786595004736
2024-01-04,3.133,-0.006629351341494779,-0.016916693265240923
2024-01-05,3.116,-0.011155321299462348,-0.015083440308087392
2024-01-08,3.069,-0.02442634593893396,-0.0013033561420657813
2024-01-09,3.077,-0.0204223059840955,0.003249918752031178
2024-01-10,3.061,-0.024197811122738278,-0.016007840574975507
2024-01-11,3.08,-0.016962703051853538,-0.007467532467532512
2024-01-12,3.069,-0.01974461308144542,-0.001629195177582199
2024-01-15,3.065,-0.020209981817065275,-0.022838499184339223
2024-01-16,3.087,-0.012151104777634557,-0.02267573696145131
2024-01-17,3.012,-0.03490802976168105,0.01859229747675961
2024-01-18,3.057,-0.016104905391113804,0.021916912005234046
2024-01-19,3.064,-0.012053873233980519,0.017624020887728298
2024-01-22,2.995,-0.03030378849556183,0.031051752921535947
2024-01-23,3.017,-0.021836227328135272,0.004971826317534012
2024-01-24,3.068,-0.0041767022803238536,-0.018578878748370276
2024-01-25,3.124,0.013981710891847476,-0.03745198463508326
2024-01-26,3.118,0.013386980103106324,-0.04522129570237332
2024-01-29,3.088,0.006497412921977982,-0.02946891191709855
2024-01-30,3.032,-0.010488797129493568,0.02242744063324542
2024-01-31,3.011,-0.015631860040470246,0.039189637994021975
2024-02-01,3.007,-0.015101498146215754,0.047888260724974874
2024-02-02,2.977,-0.02211178913962432,0.06751763520322474
2024-02-05,2.997,-0.013462178739318553,0.06439773106439772
2024-02-06,3.1,0.020461784446000664,0.04451612903225799
2024-02-07,3.129,0.028279319711298306,0.043144774688398835
2024-02-08,3.151,0.03404689727918487,0.03681370993335453
2024-02-19,3.178,0.04176080027929606,0.016991818753933297
2024-02-20,3.19,0.04485320885350178,0.02601880877742957
2024-02-21,3.238,0.058686994718169204,-0.00030883261272385276
2024-02-22,3.264,0.06552314966524929,0.008578431372548989
2024-02-23,3.267,0.06313744855230925,0.01591674318947045
2024-02-26,3.232,0.049553584967257376,0.025990099009900902
2024-02-27,3.273,0.05811998657252181,0.021998166819431786
2024-02-28,3.237,0.04113101524528017,0.029039233858510816
2024-02-29,3.292,0.05504631973523201,0.0060753341433779084
2024-03-01,3.319,0.061179733948182415,0.0009038867128654537
2024-03-04,3.316,0.05820479929256695,0.01628468033775632
2024-03-05,3.345,0.06199240413781429,0.008968609865470878
2024-03-06,3.331,0.053476760213890924,0.006904833383368336
2024-03-07,3.312,0.04316472179897828,0.00875603864734309
2024-03-08,3.322,0.042089433458201035,0.008428657435279874
2024-03-11,3.37,0.04948212354052669,0.003264094955489627
2024-03-12,3.375,0.04252536500114816,-0.005037037037037062
2024-03-13,3.354,0.0312816949110229,0.0020870602265952165
2024-03-14,3.341,0.020830019239358722,0.005387608500448948
2024-03-15,3.35,0.01906177712548131,-0.006567164179104523
2024-03-18,3.381,0.0254052865553865,-0.02129547471162363
2024-03-19,3.358,0.01641358378686069,-0.011316259678380014
2024-03-20,3.361,0.015390425066134103,-0.02350490925319848
2024-03-21,3.359,0.013612468273872955,-0.01786245906519801
2024-03-22,3.328,0.0033373901773117954,-0.00390625
2024-03-25,3.309,-0.003502380487193049,0.01934119069205198
2024-03-26,3.32,-0.001026118029429328,0.012349397590361466
2024-03-27,3.282,-0.014767420493327781,0.01980499695307736
2024-03-28,3.299,-0.010507231923566762,0.005759321006365559
2024-03-29,3.315,-0.005899055256427415,-0.0009049773755656076
2024-04-01,3.373,0.010706971867740578,-0.025793062555588553
2024-04-02,3.361,0.0066205846778648715,-0.023207378756322616
2024-04-03,3.347,0.0023444780522407387,-0.027487302061547703
2024-04-08,3.318,-0.006498097833293656,0.003013863773357439
2024-04-09,3.312,-0.00841964396634523,-0.004830917874396157
2024-04-10,3.286,-0.015259269374774436,0.01704199634814363
2024-04-11,3.283,-0.014802127786658615,0.019798964361864124
2024-04-12,3.255,-0.021906413591536986,0.019969278033794113
2024-04-15,3.328,0.0007758527673905312,-0.004507211538461453
2024-04-16,3.296,-0.008188637188656412,-0.0024271844660194164
2024-04-17,3.342,0.006383993738149576,-0.011968880909634994
2024-04-18,3.348,0.008184790012400562,-0.010752688172043001
2024-04-19,3.32,0.0001114801252946977,0.012650602409638667
2024-04-22,3.313,-0.0014841782943928726,0.027769393299124534
2024-04-23,3.288,-0.008339155592073736,0.030109489051094895
2024-04-24,3.302,-0.0038383902032537516,0.04088431253785574
2024-04-25,3.312,-0.0007045434540585428,0.03834541062801944
2024-04-26,3.362,0.013163806844604008,0.01427721594289122
2024-04-29,3.405,0.023519233106104275,0.011747430249632984
2024-04-30,3.387,0.0168742037710679,0.017714791851195733
2024-05-06,3.437,0.02993284687595213,0.0020366598778005507
2024-05-07,3.439,0.029561826601923656,-0.00029078220412903644
2024-05-08,3.41,0.020093486144192235,0.0005865102639295294
2024-05-09,3.445,0.029258618337423947,-0.006095791001451301
2024-05-10,3.447,0.028070341400283454,0.005221932114882533
2024-05-13,3.444,0.025336831421286263,0.008420441347270602
2024-05-14,3.438,0.02199303519993542,0.006689936009307562
2024-05-15,3.412,0.01219798648126827,0.01670574443141848
2024-05-16,3.424,0.013544423069079862,0.002336448598130758
2024-05-17,3.465,0.02331909349503963,-0.02135642135642135
2024-05-20,3.473,0.023171856365947575,-0.014972646127267453
2024-05-21,3.461,0.018390669715880173,-0.01820283155157465
2024-05-22,3.469,0.01908875875936745,-0.020178725857595836
2024-05-23,3.432,0.006751112273143398,-0.013694638694638717
2024-05-24,3.391,-0.00705271556950606,-0.005897965202005362
2024-05-27,3.421,0.0005508053038258142,-0.013154048523823403
2024-05-28,3.398,-0.007311757078772841,0.0008828722778104758
2024-05-29,3.399,-0.008648127730842382,-0.003236245954692629
2024-05-30,3.385,-0.01308505605911165,0.0008862629246677578
2024-05-31,3.371,-0.017051361176952665,-0.001779887273805958
2024-06-03,3.376,-0.014588557792087908,-0.010663507109004766
2024-06-04,3.401,-0.006715976733170554,-0.0191120258747427
2024-06-05,3.388,-0.010270584653681322,-0.019185360094451043
2024-06-06,3.388,-0.009542238018779996,-0.013282172373081491
2024-06-07,3.365,-0.014913418684733549,-0.009509658246656727
2024-06-11,3.34,-0.020706308030746745,0.0011976047904191933
2024-06-12,3.336,-0.02073419143774009,-0.0005995203836929308
2024-06-13,3.323,-0.023516368187924245,-0.0036111947035810665
2024-06-14,3.343,-0.01624088517837496,-0.011367035596769326
2024-06-17,3.333,-0.01768809750974339,-0.013501350135013634
2024-06-18,3.344,-0.01225742981090017,-0.023026315789473673
2024-06-19,3.334,-0.013877869977543665,-0.013797240551889689
2024-06-20,3.311,-0.01870833922844571,-0.012684989429175397
2024-06-21,3.305,-0.016760259791482032,-0.008774583963691462
2024-06-24,3.288,-0.018630148404948508,0.0006082725060827521
2024-06-25,3.267,-0.021807143410551413,0.005509641873278293
2024-06-26,3.288,-0.013890601263448883,-0.0027372262773722733
2024-06-27,3.269,-0.017493949484264068,-0.0015295197308046182
2024-06-28,3.276,-0.013650704539077832,-0.00885225885225882
2024-07-01,3.29,-0.00821245912707544,-0.02036474164133739
2024-07-02,3.285,-0.008825318370935102,-0.007610350076103556
2024-07-03,3.279,-0.009362644552584483,-0.008234217749313877
2024-07-04,3.264,-0.012339909209186588,0.01041666666666674
2024-07-05,3.247,-0.014731312698184892,0.018786572220511166
2024-07-08,3.223,-0.020007109865036385,0.02854483400558494
2024-07-09,3.26,-0.007450870482461173,0.024539877300613577
2024-07-10,3.252,-0.00923915025276164,0.02859778597785989
2024-07-11,3.298,0.005009090319301764,0.020618556701030855
2024-07-12,3.308,0.008249839652780172,0.024486094316807705
2024-07-15,3.315,0.0101462557617819,0.013574660633484115
2024-07-16,3.34,0.01718225903719629,-0.014970059880239472
2024-07-17,3.345,0.0173714643086123,-0.023019431988042016
2024-07-18,3.366,0.022495147750916555,-0.03505644682115272
2024-07-19,3.389,0.026712659313764233,-0.03717910888167597
2024-07-22,3.36,0.016604676865704066,-0.03482142857142856
2024-07-23,3.29,-0.005353435337937391,-0.02127659574468077
2024-07-24,3.268,-0.011775424764363619,0.008873929008567982
2024-07-25,3.248,-0.017053527233034008,0.00738916256157629
2024-07-26,3.263,-0.01218941119454725,-0.008274593931964391
2024-07-29,3.243,-0.018101337577551183,-0.014184397163120477
2024-07-30,3.22,-0.02385119523028744,-0.0071428571428572285
2024-07-31,3.297,-0.00021406855634461308,-0.03245374582954208
2024-08-01,3.272,-0.008043310860928722,-0.023838630806845895
2024-08-02,3.236,-0.019185132094962004,-0.016687268232385755
2024-08-05,3.197,-0.030038588128739354,-0.005943071629652796
2024-08-06,3.197,-0.029295760732034708,-0.0043791054113231365
2024-08-07,3.19,-0.031024864981732774,-0.009717868338558033
2024-08-08,3.194,-0.028984332708759258,0.0009392611145899732
2024-08-09,3.182,-0.031907448753310585,0.005342551854179645
2024-08-12,3.178,-0.03224443778465096,0.009439899307740696
2024-08-13,3.183,-0.02910887802693061,0.002827521206409056
2024-08-14,3.159,-0.03399493269395895,0.005698005698005826
2024-08-15,3.197,-0.018615979623920958,-0.009071004066312116
2024-08-16,3.199,-0.01208119458489598,-0.005314160675210955
2024-08-19,3.208,-0.006201429830636688,-0.007793017456359186
2024-08-20,3.192,-0.00946477348261195,-0.008145363408521344
2024-08-21,3.177,-0.01249973535066018,-0.009757632987094755
2024-08-22,3.168,-0.013652095470805098,-0.010101010101010055
2024-08-23,3.182,-0.008013827495591494,-0.0003142677561281948
2024-08-26,3.183,-0.006879519777917889,-0.01947847942192893
2024-08-27,3.166,-0.01122691405114598,-0.010423246999368252
2024-08-28,3.146,-0.01461938481735439,-0.010807374443738027
2024-08-29,3.136,-0.01575654956024611,-0.0054209183673469274
2024-08-30,3.181,-0.000351432677562427,-0.028292989625903764
2024-09-02,3.121,-0.017548498774715086,-0.02274911887215647
2024-09-03,3.133,-0.01259749141319884,-0.02649218001915099
2024-09-04,3.112,-0.01854158504768613,-0.022172236503856024
2024-09-05,3.119,-0.014996872151305107,-0.027893555626803512
2024-09-06,3.091,-0.023001839276038934,-0.023940472339048946
2024-09-09,3.05,-0.03452488380164011,-0.0075409836065573055
2024-09-10,3.05,-0.03317949789726442,0.0013114754098360049
2024-09-11,3.043,-0.03424984447509662,0.006572461386789463
