date,open,high,low,close,volume
2024-11-19,0.366,0.372,0.373,0.361,1020018.0
2024-11-20,0.371,0.376,0.378,0.37,699686.0
2024-11-21,0.374,0.373,0.375,0.369,659079.0
2024-11-22,0.372,0.36,0.377,0.359,867608.0
2024-11-25,0.36,0.352,0.361,0.345,1050748.0
2024-11-26,0.354,0.352,0.356,0.351,786752.0
2024-11-27,0.352,0.362,0.362,0.347,985176.0
2024-11-28,0.362,0.356,0.362,0.355,641436.0
2024-11-29,0.356,0.361,0.366,0.354,835872.0
2024-12-02,0.361,0.37,0.371,0.361,1070958.0
2024-12-03,0.37,0.366,0.37,0.362,950150.0
2024-12-04,0.365,0.361,0.367,0.359,699906.0
2024-12-05,0.362,0.365,0.367,0.36,622447.0
2024-12-06,0.365,0.37,0.372,0.365,1451492.0
2024-12-09,0.37,0.365,0.37,0.362,839467.0
2024-12-10,0.375,0.367,0.377,0.367,1279542.0
2024-12-11,0.367,0.373,0.375,0.366,931150.0
2024-12-12,0.373,0.377,0.378,0.372,1236973.0
2024-12-13,0.375,0.371,0.377,0.37,962190.0
2024-12-16,0.371,0.369,0.373,0.367,449362.0
2024-12-17,0.368,0.372,0.38,0.368,838604.0
2024-12-18,0.371,0.375,0.378,0.367,825853.0
2024-12-19,0.372,0.389,0.39,0.371,1503264.0
2024-12-20,0.387,0.39,0.395,0.385,1756230.0
2024-12-23,0.391,0.383,0.393,0.382,1901400.0
2024-12-24,0.383,0.386,0.386,0.377,784565.0
2024-12-25,0.386,0.387,0.391,0.385,1015101.0
2024-12-26,0.387,0.404,0.404,0.384,2231592.0
2024-12-27,0.403,0.397,0.405,0.395,1375624.0
2024-12-30,0.397,0.395,0.402,0.392,1408796.0
2024-12-31,0.398,0.38,0.398,0.38,1551896.0
2025-01-02,0.381,0.367,0.381,0.363,1439741.0
2025-01-03,0.365,0.359,0.368,0.357,842406.0
2025-01-06,0.359,0.357,0.365,0.353,1144602.0
2025-01-07,0.357,0.368,0.368,0.356,1331087.0
2025-01-08,0.364,0.365,0.368,0.354,1230571.0
2025-01-09,0.363,0.369,0.372,0.362,1013963.0
2025-01-10,0.367,0.358,0.368,0.358,1046726.0
2025-01-13,0.355,0.356,0.362,0.353,738195.0
2025-01-14,0.357,0.373,0.374,0.352,1172913.0
2025-01-15,0.373,0.368,0.373,0.367,612195.0
2025-01-16,0.369,0.372,0.376,0.366,1344565.0
2025-01-17,0.371,0.377,0.381,0.37,1070899.0
2025-01-20,0.379,0.384,0.388,0.379,982376.0
2025-01-21,0.387,0.393,0.396,0.385,1047781.0
2025-01-22,0.391,0.401,0.405,0.391,1817807.0
2025-01-23,0.403,0.394,0.408,0.392,1417418.0
2025-01-24,0.391,0.403,0.404,0.39,1420114.0
2025-01-27,0.401,0.384,0.402,0.383,1162949.0
2025-02-05,0.386,0.376,0.386,0.374,1474929.0
2025-02-06,0.376,0.391,0.391,0.376,2265065.0
2025-02-07,0.391,0.399,0.406,0.39,2309890.0
2025-02-10,0.399,0.401,0.402,0.396,2242254.0
2025-02-11,0.402,0.401,0.404,0.397,978599.0
2025-02-12,0.4,0.41,0.41,0.399,1684834.0
2025-02-13,0.409,0.398,0.409,0.398,1290956.0
2025-02-14,0.397,0.401,0.403,0.397,1064758.0
2025-02-17,0.402,0.411,0.414,0.402,1740543.0
2025-02-18,0.41,0.401,0.412,0.399,1216140.0
2025-02-19,0.401,0.409,0.409,0.4,846363.0
2025-02-20,0.409,0.412,0.414,0.406,1005810.0
2025-02-21,0.414,0.429,0.431,0.413,2392152.0
2025-02-24,0.428,0.425,0.43,0.421,1084420.0
2025-02-25,0.417,0.421,0.427,0.415,1443620.0
2025-02-26,0.421,0.421,0.422,0.413,1047008.0
2025-02-27,0.421,0.412,0.423,0.404,1065363.0
2025-02-28,0.404,0.389,0.408,0.388,1619788.0
2025-03-03,0.39,0.382,0.391,0.378,1774485.0
2025-03-04,0.376,0.386,0.386,0.375,1205040.0
2025-03-05,0.386,0.39,0.391,0.384,870128.0
2025-03-06,0.391,0.398,0.399,0.391,1094452.0
2025-03-07,0.397,0.39,0.397,0.388,1385752.0
2025-03-10,0.39,0.39,0.392,0.386,1085171.0
2025-03-11,0.386,0.388,0.389,0.383,668533.0
2025-03-12,0.389,0.393,0.398,0.388,1054657.0
2025-03-13,0.393,0.385,0.394,0.382,1047906.0
2025-03-14,0.385,0.394,0.395,0.383,1228586.0
2025-03-17,0.394,0.394,0.395,0.391,608115.0
2025-03-18,0.395,0.4,0.401,0.393,1007172.0
2025-03-19,0.398,0.392,0.398,0.39,872983.0
2025-03-20,0.391,0.387,0.392,0.387,804418.0
2025-03-21,0.386,0.379,0.388,0.378,1477374.0
2025-03-24,0.379,0.38,0.382,0.373,868499.0
2025-03-25,0.381,0.373,0.382,0.373,746041.0
2025-03-26,0.373,0.372,0.377,0.372,730070.0
2025-03-27,0.372,0.371,0.375,0.367,827656.0
2025-03-28,0.373,0.371,0.373,0.37,606683.0
2025-03-31,0.37,0.369,0.37,0.364,709313.0
2025-04-01,0.37,0.368,0.372,0.367,514775.0
2025-04-02,0.369,0.37,0.373,0.368,660895.0
2025-04-03,0.366,0.354,0.366,0.352,1519803.0
2025-04-07,0.332,0.319,0.333,0.319,628078.0
2025-04-08,0.302,0.301,0.318,0.294,2075067.0
2025-04-09,0.292,0.305,0.307,0.285,1535602.0
2025-04-10,0.321,0.318,0.327,0.318,7421525.0
2025-04-11,0.315,0.325,0.329,0.314,1651988.0
2025-04-14,0.337,0.327,0.338,0.326,2870168.0
2025-04-15,0.326,0.323,0.327,0.32,938441.0
2025-04-16,0.32,0.316,0.321,0.312,1514949.0
2025-04-17,0.314,0.316,0.32,0.313,932407.0
2025-04-18,0.315,0.32,0.321,0.315,696578.0
2025-04-21,0.32,0.326,0.326,0.317,1624144.0
2025-04-22,0.324,0.322,0.325,0.322,938979.0
2025-04-23,0.327,0.33,0.333,0.326,2295304.0
2025-04-24,0.33,0.324,0.33,0.323,726449.0
2025-04-25,0.326,0.33,0.333,0.325,2915033.0
2025-04-28,0.33,0.326,0.33,0.325,676042.0
2025-04-29,0.326,0.327,0.327,0.323,560509.0
2025-04-30,0.328,0.331,0.332,0.326,789755.0
2025-05-06,0.333,0.342,0.342,0.333,1037364.0
2025-05-07,0.346,0.341,0.348,0.338,1594364.0
2025-05-08,0.341,0.352,0.353,0.341,1405158.0
2025-05-09,0.35,0.346,0.35,0.343,1092049.0
2025-05-12,0.353,0.355,0.356,0.35,1481900.0
2025-05-13,0.361,0.353,0.362,0.352,1020550.0
2025-05-14,0.353,0.355,0.359,0.352,953134.0
2025-05-15,0.353,0.345,0.353,0.345,970799.0
2025-05-16,0.344,0.346,0.348,0.343,550734.0
2025-05-19,0.345,0.345,0.346,0.341,594805.0
2025-05-20,0.345,0.347,0.348,0.342,551254.0
2025-05-21,0.346,0.344,0.346,0.342,648747.0
2025-05-22,0.343,0.342,0.346,0.342,660780.0
2025-05-23,0.342,0.336,0.344,0.336,781030.0
2025-05-26,0.335,0.338,0.339,0.335,565382.0
2025-05-27,0.338,0.333,0.338,0.331,1060736.0
2025-05-28,0.333,0.335,0.337,0.333,601089.0
2025-05-29,0.337,0.345,0.346,0.335,2215100.0
2025-05-30,0.342,0.34,0.342,0.337,719812.0
2025-06-03,0.337,0.339,0.341,0.337,536205.0
2025-06-04,0.339,0.346,0.348,0.339,923650.0
2025-06-05,0.346,0.357,0.358,0.346,2144170.0
2025-06-06,0.358,0.358,0.36,0.354,1321184.0
2025-06-09,0.359,0.362,0.365,0.359,1127602.0
2025-06-10,0.361,0.356,0.361,0.353,1580432.0
2025-06-11,0.357,0.357,0.362,0.357,726597.0
2025-06-12,0.357,0.363,0.366,0.356,2146203.0
2025-06-13,0.361,0.358,0.364,0.357,749811.0
2025-06-16,0.357,0.365,0.369,0.357,883137.0
2025-06-17,0.366,0.365,0.367,0.363,667865.0
2025-06-18,0.365,0.374,0.374,0.362,1333340.0
2025-06-19,0.372,0.37,0.376,0.369,1050358.0
2025-06-20,0.369,0.366,0.371,0.364,818248.0
2025-06-23,0.363,0.366,0.368,0.361,814240.0
2025-06-24,0.367,0.371,0.372,0.367,751753.0
2025-06-25,0.373,0.376,0.376,0.371,970445.0
2025-06-26,0.377,0.378,0.383,0.377,2228477.0
