date,close,v8_cmf,future_return_5d
2023-10-16,0.916,,-0.0360262008733625
2023-10-17,0.924,,-0.03354978354978355
2023-10-18,0.913,,-0.02409638554216864
2023-10-19,0.911,,-0.020856201975850697
2023-10-20,0.904,,0.0022123893805310324
2023-10-23,0.883,,0.04190260475651186
2023-10-24,0.893,,0.026875699888017968
2023-10-25,0.891,,0.024691358024691468
2023-10-26,0.892,,0.012331838565022402
2023-10-27,0.906,,0.013245033112582849
2023-10-30,0.92,,0.01521739130434785
2023-10-31,0.917,,0.019629225736095934
2023-11-01,0.913,,0.03285870755750264
2023-11-02,0.903,,0.037652270210409844
2023-11-03,0.918,,0.014161220043573008
2023-11-06,0.934,,0.0032119914346895317
2023-11-07,0.935,,0.0117647058823529
2023-11-08,0.943,,-0.0010604453870625141
2023-11-09,0.937,,-0.009605122732123772
2023-11-10,0.931,0.008986583704993242,0.0010741138560688146
2023-11-13,0.937,0.06676246547004282,-0.0032017075773745907
2023-11-14,0.946,0.08172459874971282,-0.020084566596194398
2023-11-15,0.942,0.06660061136600118,-0.030785562632696273
2023-11-16,0.928,0.04376954720461523,-0.010775862068965525
2023-11-17,0.932,0.12262045764373379,-0.027896995708154515
2023-11-20,0.934,0.19695657263854224,-0.02676659528907921
2023-11-21,0.927,0.14862341908192633,-0.015102481121898603
2023-11-22,0.913,0.15684447676192065,-0.00766703176341732
2023-11-23,0.918,0.1473182692842055,-0.011982570806100212
2023-11-24,0.906,0.07220641037288966,0.004415011037527616
2023-11-27,0.909,0.04643453473655295,-0.0033003300330033403
2023-11-28,0.913,0.07510690324231514,-0.025191675794085433
2023-11-29,0.906,0.06315676623732579,-0.015452538631346546
2023-11-30,0.907,0.1458510514266044,-0.01764057331863289
2023-12-01,0.91,0.13015557605314199,0.0
2023-12-04,0.906,0.048476177786263515,0.01876379690949226
2023-12-05,0.89,-0.03420727080839128,0.030337078651685445
2023-12-06,0.892,-0.05107152850540223,0.01681614349775784
2023-12-07,0.891,-0.0020301629736059414,0.012345679012345734
2023-12-08,0.91,0.07598277302602552,-0.016483516483516536
2023-12-11,0.923,0.1017648569430539,-0.04008667388949083
2023-12-12,0.917,0.048098183781786305,-0.02726281352235549
2023-12-13,0.907,0.05481416477985086,-0.02866593164277842
2023-12-14,0.902,0.06163970815790937,-0.009977827050997812
2023-12-15,0.895,-0.019545415837335434,-0.007821229050279377
2023-12-18,0.886,-0.07345323935407638,-0.003386004514672636
2023-12-19,0.892,-0.022477158979466425,-0.026905829596412634
2023-12-20,0.881,-0.02499972317050642,-0.009080590238365494
2023-12-21,0.893,-0.021222659784503186,0.0011198208286673506
2023-12-22,0.888,-0.013856522532154523,0.010135135135135087
2023-12-25,0.883,-0.04668064644899938,0.003397508493771184
2023-12-26,0.868,-0.11419740657574247,0.00691244239631339
2023-12-27,0.873,-0.07485199056804134,-0.008018327605956443
2023-12-28,0.894,-0.056437280283615165,-0.05033557046979875
2023-12-29,0.897,-0.06698777580239693,-0.08138238573021184
2024-01-02,0.886,-0.06798473747879603,-0.06997742663656892
2024-01-03,0.874,-0.04733422886012482,-0.06407322654462244
2024-01-04,0.866,-0.058574585790634744,-0.04272517321016167
