date,close,volume,volume_ratio_5,future_return_5d
2021-06-07,1.775,319810,,-0.04056338028169004
2021-06-08,1.735,366239,,-0.026512968299711837
2021-06-09,1.736,234881,,-0.03168202764976957
2021-06-10,1.746,265279,,-0.04696449026345939
2021-06-11,1.723,211472,0.7565102480465857,-0.04759141033081837
2021-06-15,1.703,234485,0.89337420638912,-0.0317087492660012
2021-06-16,1.689,199113,0.8693144608506588,-0.027235050325636445
2021-06-17,1.681,241656,1.0488496143679933,-0.02201070791195725
2021-06-18,1.664,374816,1.4855470527338765,0.0024038461538462563
2021-06-21,1.641,364280,1.2878000494926998,0.02803168799512501
2021-06-22,1.649,301676,1.0181155972058822,0.006064281382656134
2021-06-23,1.643,232592,0.767620229435915,0.00912964090079127
2021-06-24,1.644,326997,1.0216351185763712,0.015206812652068136
2021-06-25,1.668,366621,1.1513278138083591,-0.02877697841726612
2021-06-28,1.687,303996,0.9922304720598584,-0.05512744516893897
2021-06-29,1.659,306676,0.9977213605208467,-0.04339963833634719
2021-06-30,1.658,227424,0.7423840220824515,-0.03498190591073569
2021-07-01,1.669,288557,0.9661890584045527,-0.05991611743559022
2021-07-02,1.62,494811,1.5258155592723612,-0.040740740740740744
2021-07-05,1.594,314988,0.9647671974007263,-0.01505646173149311
2021-07-06,1.587,359923,1.0675753676655972,0.011342155009451904
2021-07-07,1.6,220531,0.6568075005509855,0.0006249999999998757
2021-07-08,1.569,336281,0.9738615051890087,0.029955385595921147
2021-07-09,1.554,317714,1.025256270503415,0.02316602316602312
2021-07-12,1.57,356428,1.120224882250482,0.017197452229299248
2021-07-13,1.605,373741,1.1645234764238688,-0.004361370716510882
2021-07-14,1.601,271226,0.8192208482593226,-0.009993753903810076
2021-07-15,1.616,346582,1.0403550238309507,-0.027227722772277252
2021-07-16,1.59,318302,0.9551281628106698,-0.03333333333333344
2021-07-19,1.597,296309,0.9224143298301539,-0.08265497808390732
2021-07-20,1.598,175357,0.6228157036346691,-0.12578222778473092
2021-07-21,1.585,318849,1.0954006427103495,-0.10851735015772868
2021-07-22,1.572,336364,1.1637435034089154,-0.10050890585241734
2021-07-23,1.537,383904,1.2705464649787561,-0.10149642160052041
2021-07-26,1.465,553646,1.5656346854285907,-0.027303754266211677
2021-07-27,1.397,507955,1.2090033026803217,0.04438081603435928
2021-07-28,1.413,459570,1.025167314390443,0.0226468506723283
2021-07-29,1.414,360740,0.7960491037441274,0.01626591230551644
2021-07-30,1.381,321786,0.7301049100670373,0.031860970311368586
2021-08-02,1.425,463958,1.0973415912609643,0.026666666666666616
2021-08-03,1.459,451331,1.096855960357444,0.037011651816312385
2021-08-04,1.445,355290,0.9095517138095494,0.03252595155709348
2021-08-05,1.437,304596,0.8028525625988093,0.015309672929714635
2021-08-06,1.425,266207,0.7228456670044564,0.026666666666666616
2021-08-09,1.463,453945,1.239359735804199,0.014354066985645897
2021-08-10,1.513,678272,1.6476429692320398,-0.055518836748182365
2021-08-11,1.492,500719,1.1360669298859802,-0.0442359249329759
2021-08-12,1.459,398470,0.8671390699826298,-0.03564084989718985
2021-08-13,1.463,299247,0.64198102420223,-0.0717703349282296
2021-08-16,1.484,338269,0.763594836424938,-0.08221024258760101
2021-08-17,1.429,406348,1.0456431193590705,-0.02939118264520646
2021-08-18,1.426,398603,1.0826090192114124,-0.018934081346423492
2021-08-19,1.407,323003,0.9147790673305125,-0.03127221037668804
2021-08-20,1.358,545224,1.3553029237161107,0.0007363770250368162
2021-08-23,1.362,469694,1.0959450681141945,-0.013950073421439169
2021-08-24,1.387,504650,1.1258608211589105,-0.046863734679163604
2021-08-25,1.399,399477,0.8908752176581411,-0.02644746247319507
2021-08-26,1.363,376419,0.8199191971644949,-0.013939838591342513
2021-08-27,1.359,486548,1.0876041895789856,0.0066225165562914245
2021-08-30,1.343,413721,0.9485467588951837,0.03723008190618016
2021-08-31,1.322,377501,0.9190905434476687,0.05975794251134636
