date,close,volume,volume_ratio_5,future_return_5d
2023-10-16,0.417,11347304,,-0.05755395683453235
2023-10-17,0.415,11588350,,-0.04819277108433728
2023-10-18,0.407,12118027,,-0.04422604422604415
2023-10-19,0.403,11341539,,-0.027295285359801524
2023-10-20,0.397,15339523,1.2423736015228897,0.025188916876574208
2023-10-23,0.393,14132658,1.0952136355281672,0.06870229007633588
2023-10-24,0.395,13261741,1.0017406092877295,0.05569620253164542
2023-10-25,0.389,29520455,1.7656637077820885,0.06426735218508983
2023-10-26,0.392,11866093,0.70530353670159,0.04591836734693877
2023-10-27,0.407,27052592,1.4114365535431181,0.019656019656019597
2023-10-30,0.42,26383431,1.2205023334006142,0.011904761904761862
2023-10-31,0.417,11972367,0.5605306405065753,0.016786570743405393
2023-11-01,0.414,11468828,0.6461798568683109,0.03140096618357502
2023-11-02,0.41,9275314,0.5383076843289992,0.029268292682926855
2023-11-03,0.415,11717739,0.8273173567295251,0.014457831325301207
2023-11-06,0.425,16477717,1.3525845866243191,-0.018823529411764683
2023-11-07,0.424,10401978,0.8764494222398138,-0.009433962264150941
2023-11-08,0.427,15635011,1.2309528194814747,-0.011709601873536313
2023-11-09,0.422,8930549,0.7069447182950194,-0.016587677725118488
2023-11-10,0.421,7003154,0.5990885055570974,-0.009501187648456089
2023-11-13,0.417,9557436,0.9273998853597011,0.00959232613908867
2023-11-14,0.42,7490564,0.7703692191125875,-0.0023809523809523725
2023-11-15,0.422,8699818,1.0436061102472725,-0.018957345971563955
2023-11-16,0.415,9211639,1.097600790379798,0.0
2023-11-17,0.417,8936811,1.0179465598305533,-0.00959232613908878
2023-11-20,0.421,9042693,1.042228575413151,-0.026128266033254133
2023-11-21,0.419,9136462,1.0145441812204088,-0.004773269689737458
2023-11-22,0.414,8150575,0.9162442123306305,-0.0024154589371980784
2023-11-23,0.415,8328386,0.955201278350575,-0.002409638554216831
2023-11-24,0.413,8000497,0.9377352470414357,0.004842615012106588
2023-11-27,0.41,8066099,0.9675753710490848,-0.019512195121951126
2023-11-28,0.417,10302524,1.202215333750886,-0.050359712230215736
2023-11-29,0.413,8579232,0.9912059453279497,-0.03874092009685215
2023-11-30,0.414,8800103,1.0057615748944735,-0.04347826086956508
2023-12-01,0.415,9380669,1.0393257698710843,-0.036144578313252906
2023-12-04,0.402,15928720,1.502957620473479,0.0
2023-12-05,0.396,15455674,1.329076792574239,0.007575757575757569
2023-12-06,0.397,9610417,0.8120255443871166,-0.007556675062972307
2023-12-07,0.396,9943029,0.8242104426022864,-0.010101010101010055
2023-12-08,0.4,10939363,0.8839574568359206,-0.02749999999999997
2023-12-11,0.402,9692851,0.8710117374252745,-0.02985074626865669
2023-12-12,0.399,8738609,0.8930750707792895,-0.03258145363408527
2023-12-13,0.394,10393554,1.0454733847909907,-0.022842639593908642
2023-12-14,0.392,11218545,1.1002257775652795,-0.017857142857142905
2023-12-15,0.389,14393148,1.322007593148498,-0.020565552699228773
2023-12-18,0.39,12454301,1.0886977529713064,-0.015384615384615441
2023-12-19,0.386,11388009,0.9514180336550746,-0.020725388601036232
2023-12-20,0.385,7694540,0.6732052643931797,-0.012987012987012991
2023-12-21,0.385,12820626,1.0911055174494826,0.01558441558441559
2023-12-22,0.381,12514140,1.100209637088561,0.026246719160105014
2023-12-25,0.384,6492188,0.6376204458330698,0.005208333333333259
2023-12-26,0.378,9843876,0.9970426637134493,0.015873015873015817
2023-12-27,0.38,8716864,0.8649794531180569,0.0
2023-12-28,0.391,16248634,1.5096554905109292,-0.04603580562659848
2023-12-29,0.391,10767765,1.0339835004973272,-0.05882352941176472
2024-01-02,0.386,8782547,0.8078180400085461,-0.04663212435233166
2024-01-03,0.384,7110760,0.6886725188212194,-0.03645833333333337
2024-01-04,0.38,10031065,0.947385617032287,-0.013157894736842146
2024-01-05,0.373,12537591,1.2733760178402773,-0.008042895442359255
2024-01-08,0.368,9669061,1.0044520349286563,0.0027173913043478937
2024-01-09,0.368,10234424,1.0320517551000092,0.0027173913043478937
2024-01-10,0.37,9802620,0.9376054344849134,-0.02972972972972976
2024-01-11,0.375,11274764,1.0533528057421682,-0.034666666666666734
2024-01-12,0.37,7612587,0.7832934335849667,-0.024324324324324298
2024-01-15,0.369,7080374,0.7695260897843004,-0.05962059620596216
2024-01-16,0.369,10962534,1.1728930717065387,-0.04878048780487809
2024-01-17,0.359,10677830,1.1214302258593072,-0.00835654596100277
2024-01-18,0.362,14182972,1.40380162861106,-0.0055248618784530246
2024-01-19,0.361,10308375,0.9686122052913356,-0.04432132963988922
2024-01-22,0.347,15109466,1.233603495243078,-0.02881844380403442
2024-01-23,0.351,12251933,0.9796753671355914,-0.05982905982905973
2024-01-24,0.356,12661050,0.9812668595721759,-0.09550561797752799
2024-01-25,0.36,13826048,1.077518866568183,-0.09722222222222221
2024-01-26,0.345,20639224,1.385411160585783,-0.09275362318840574
2024-01-29,0.337,15616055,1.0411493218618852,-0.06231454005934722
2024-01-30,0.33,11356331,0.7662975041346201,0.027272727272727337
2024-01-31,0.322,14210629,0.9392564963169622,0.09316770186335388
2024-02-01,0.325,12616534,0.8474437105512204,0.07692307692307687
2024-02-02,0.313,17310174,1.2171453684329498,0.10543130990415328
2024-02-05,0.316,19843928,1.3170003460158193,0.10443037974683533
2024-02-06,0.339,20307291,1.2046291907053195,0.041297935103244754
2024-02-07,0.352,18912399,1.0626098279491638,-0.0028409090909090606
2024-02-08,0.35,13798792,0.7651323377846198,0.0
2024-02-19,0.346,13127986,0.7633402455781225,0.020231213872832443
2024-02-20,0.349,8820869,0.5883141480669107,0.02005730659025784
2024-02-21,0.353,13692539,1.001610912008668,-0.005665722379603388
2024-02-22,0.351,10992113,0.9094567956118962,0.019943019943019946
2024-02-23,0.35,8497680,0.770678128152764,0.017142857142857126
2024-02-26,0.353,11204513,1.0529030621386966,0.028328611898017053
2024-02-27,0.356,11795290,1.0497367179086377,0.008426966292134797
2024-02-28,0.351,17421484,1.453945079941807,0.02279202279202286
2024-02-29,0.358,11845732,0.9747215237583913,-0.03631284916201116
2024-03-01,0.356,10892774,0.8623186906264877,-0.030898876404494402
2024-03-04,0.363,15536047,1.1509661826622553,-0.019283746556473802
2024-03-05,0.359,10255927,0.7775300671864752,0.008356545961002881
2024-03-06,0.359,9393535,0.8108497831167263,-0.0027855153203342198
2024-03-07,0.345,17731447,1.389399939476315,0.04057971014492767
2024-03-08,0.345,9702560,0.7747233306626005,0.034782608695652195
2024-03-11,0.356,16158862,1.2775352951490673,0.016853932584269593
2024-03-12,0.362,16082014,1.1642089442384507,-0.011049723756906049
2024-03-13,0.358,8829855,0.6444703868511985,-0.0027932960893854997
2024-03-14,0.359,13961221,1.0783445003802608,-0.01671309192200554
2024-03-15,0.357,9641877,0.7454233922039779,-0.03081232492997199
2024-03-18,0.362,10605215,0.896920023013461,-0.05248618784530379
2024-03-19,0.358,7049680,0.7037315717776496,-0.05027932960893844
2024-03-20,0.357,8732360,0.8734045146670599,-0.05882352941176461
2024-03-21,0.353,8512576,0.9555735940795086,-0.050991501416430496
2024-03-22,0.346,11146769,1.2103791593733304,-0.03179190751445071
2024-03-25,0.343,8126570,0.9326315637261378,-0.008746355685131157
2024-03-26,0.34,11264997,1.1787594830257753,-0.0117647058823529
2024-03-27,0.336,10342395,1.0469429592960844,-0.005952380952380931
2024-03-28,0.335,12630575,1.1801781664607476,-0.032835820895522394
2024-03-29,0.335,7470812,0.7495494814333495,-0.011940298507462699
2024-04-01,0.34,10347019,0.9938392453420847,-0.044117647058823595
2024-04-02,0.336,8060407,0.8249956684796822,-0.038690476190476275
2024-04-03,0.334,7249173,0.7921210736853672,-0.041916167664670656
2024-04-08,0.324,12859132,1.3981407560903198,-0.012345679012345734
2024-04-09,0.331,11973907,1.1857786542260413,-0.05438066465256797
2024-04-10,0.325,8158012,0.8445036670431905,-0.024615384615384595
2024-04-11,0.323,11871591,1.1390498488682461,-0.01547987616099078
2024-04-12,0.32,9712310,0.8898138838491328,-0.021874999999999978
2024-04-15,0.32,10944312,1.0391458950387742,-0.009375000000000022
2024-04-16,0.313,13348612,1.2351857376751223,0.022364217252396124
2024-04-17,0.317,12383083,1.0627448124360237,0.009463722397476282
2024-04-18,0.318,11228377,0.9744030957416612,0.012578616352201255
2024-04-19,0.313,10672271,0.9109662373175799,0.0543130990415337
2024-04-22,0.317,8642995,0.767920309958867,0.0725552050473186
2024-04-23,0.32,13834781,1.218676329365251,0.050000000000000044
2024-04-24,0.32,9574970,0.8873371339715903,0.08749999999999991
2024-04-25,0.322,10833923,1.0114019246833488,0.08074534161490665
2024-04-26,0.33,16451568,1.3862535214856484,0.045454545454545414
2024-04-29,0.34,16875300,1.2487172294696112,0.0235294117647058
2024-04-30,0.336,10459092,0.8146363385239,0.02678571428571419
2024-05-06,0.348,16593118,1.1650343172590074,-0.011494252873563204
2024-05-07,0.348,10068269,0.7145953274862146,0.0
2024-05-08,0.345,11811487,0.8974303080757071,-0.014492753623188248
2024-05-09,0.348,11411747,0.945562216232866,-0.02011494252873547
