date,close,volume,v5_divergence,future_return_5d
2021-06-07,0.832,450862,0.0,-0.012019230769230727
2021-06-08,0.836,565680,0.0,-0.03468899521531088
2021-06-09,0.83,285385,0.0,-0.031325301204819134
2021-06-10,0.837,512738,0.0,-0.031063321385901954
2021-06-11,0.825,365358,0.0,-0.00848484848484854
2021-06-15,0.822,282099,0.0,-0.009732360097323589
2021-06-16,0.807,456294,0.0,0.011152416356877248
2021-06-17,0.804,451643,0.0,0.0012437810945273853
2021-06-18,0.811,566877,1.0,-0.006165228113440224
2021-06-21,0.818,506363,0.0,-0.008557457212713837
2021-06-22,0.814,285662,0.0,-0.013513513513513375
2021-06-23,0.816,419654,0.0,-0.017156862745097867
2021-06-24,0.805,507015,0.0,-0.011180124223602483
2021-06-25,0.806,1108330,1.0,-0.023573200992555887
2021-06-28,0.811,565094,0.0,-0.04808877928483357
2021-06-29,0.803,349603,0.0,-0.03611457036114574
2021-06-30,0.802,657699,0.0,-0.03615960099750626
2021-07-01,0.796,530402,0.0,-0.045226130653266416
2021-07-02,0.787,879141,1.0,-0.03430749682337997
2021-07-05,0.772,1334003,1.0,-0.0090673575129534
2021-07-06,0.774,754366,0.0,0.007751937984496138
2021-07-07,0.773,621291,0.0,-0.005174644243208237
2021-07-08,0.76,857191,0.0,0.006578947368421018
2021-07-09,0.76,531284,0.0,0.011842105263157876
2021-07-12,0.765,625161,0.0,-0.007843137254901933
2021-07-13,0.78,806868,0.0,-0.03076923076923077
2021-07-14,0.769,804144,0.0,-0.014304291287386195
2021-07-15,0.765,1003655,0.0,-0.007843137254901933
2021-07-16,0.769,457493,-1.0,-0.035110533159948054
2021-07-19,0.759,848167,0.0,-0.06192358366271411
2021-07-20,0.756,445318,0.0,-0.08465608465608476
2021-07-21,0.758,384383,0.0,-0.09894459102902364
2021-07-22,0.759,496962,0.0,-0.08695652173913049
2021-07-23,0.742,1645036,1.0,-0.07142857142857151
2021-07-26,0.712,3155344,1.0,-0.016853932584269704
2021-07-27,0.692,1072259,0.0,-0.0014450867052022698
2021-07-28,0.683,1434394,0.0,0.0
2021-07-29,0.693,747920,0.0,-0.037518037518037395
2021-07-30,0.689,773758,0.0,-0.037735849056603654
2021-08-02,0.7,549109,0.0,-0.029999999999999916
2021-08-03,0.691,624394,0.0,-0.0014471780028944004
2021-08-04,0.683,892851,0.0,0.008784773060029227
2021-08-05,0.667,1716136,1.0,0.03148425787106435
2021-08-06,0.663,704971,0.0,0.03318250377073917
2021-08-09,0.679,752847,0.0,0.016200294550809957
2021-08-10,0.69,764079,0.0,-0.023188405797101352
2021-08-11,0.689,709014,-1.0,-0.01741654571843232
2021-08-12,0.688,570386,0.0,-0.007267441860464907
2021-08-13,0.685,798374,0.0,-0.020437956204379604
2021-08-16,0.69,378331,-1.0,-0.004347826086956386
2021-08-17,0.674,513032,0.0,0.014836795252225476
2021-08-18,0.677,848492,1.0,0.028064992614475592
2021-08-19,0.683,781185,0.0,0.008784773060029227
2021-08-20,0.671,889824,1.0,0.011922503725782407
2021-08-23,0.687,582801,0.0,-0.017467248908296984
2021-08-24,0.684,710546,0.0,-0.00877192982456143
2021-08-25,0.696,969927,0.0,0.010057471264367734
2021-08-26,0.689,453072,-1.0,0.018867924528301883
2021-08-27,0.679,609549,0.0,0.03534609720176718
2021-08-30,0.675,1283650,1.0,0.05333333333333323
2021-08-31,0.678,620228,0.0,0.07227138643067832
2021-09-01,0.703,2087612,0.0,0.08392603129445253
2021-09-02,0.702,936693,0.0,0.054131054131054235
2021-09-03,0.703,1287843,0.0,0.045519203413940224
2021-09-06,0.711,1192109,0.0,0.04641350210970474
2021-09-07,0.727,1526785,0.0,0.0027510316368637433
2021-09-08,0.762,4448458,0.0,-0.036745406824147064
2021-09-09,0.74,2380198,0.0,-0.02297297297297296
2021-09-10,0.735,1743308,-1.0,-0.02448979591836742
2021-09-13,0.744,1816770,-1.0,-0.04704301075268824
2021-09-14,0.729,1353234,-1.0,-0.012345679012345734
2021-09-15,0.734,852669,0.0,-0.017711171662125325
2021-09-16,0.723,1017394,0.0,-0.019363762102351356
2021-09-17,0.717,1399228,0.0,-0.019525801952580246
2021-09-22,0.709,851601,0.0,-0.028208744710860434
2021-09-23,0.72,1172246,0.0,-0.03194444444444444
2021-09-24,0.721,914304,0.0,-0.00832177531206657
2021-09-27,0.709,809784,0.0,0.015514809590973178
2021-09-28,0.703,775496,0.0,-0.002844950213371278
2021-09-29,0.689,1385512,1.0,0.021770682148040565
2021-09-30,0.697,699270,0.0,0.01434720229555242
2021-10-08,0.715,789643,0.0,-0.01958041958041956
2021-10-11,0.72,881638,0.0,-0.03888888888888897
2021-10-12,0.701,1309524,1.0,-0.00855920114122688
2021-10-13,0.704,1045400,0.0,-0.01278409090909094
2021-10-14,0.707,809950,0.0,-0.02545968882602545
2021-10-15,0.701,550426,0.0,-0.007132667617689048
2021-10-18,0.692,855947,0.0,-0.0028901734104046506
2021-10-19,0.695,752191,0.0,-0.011510791366906359
2021-10-20,0.695,450255,0.0,-0.02302158273381283
2021-10-21,0.689,1349945,1.0,-0.01741654571843232
2021-10-22,0.696,1188358,1.0,0.001436781609195359
2021-10-25,0.69,1082864,0.0,0.026086956521739202
2021-10-26,0.687,1090994,0.0,0.020378457059679667
2021-10-27,0.679,2653971,1.0,0.050073637702503504
2021-10-28,0.677,1044942,0.0,0.069423929098966
2021-10-29,0.697,1892077,0.0,0.06169296987087525
2021-11-01,0.708,1681471,0.0,0.052259887005649874
2021-11-02,0.701,877514,-1.0,0.05563480741797444
2021-11-03,0.713,1445084,0.0,0.04628330995792429
2021-11-04,0.724,1035379,-1.0,0.046961325966850875
2021-11-05,0.74,4426118,0.0,0.024324324324324298
2021-11-08,0.745,1276079,-1.0,0.05369127516778538
2021-11-09,0.74,1000625,-1.0,0.06891891891891899
2021-11-10,0.746,1791137,0.0,0.06434316353887404
2021-11-11,0.758,1285633,-1.0,0.02110817941952514
2021-11-12,0.758,1044181,0.0,0.0237467018469657
2021-11-15,0.785,2933599,0.0,-0.014012738853503182
2021-11-16,0.791,2461980,0.0,-0.01896333754740831
2021-11-17,0.794,1075774,-1.0,-0.01133501259445846
2021-11-18,0.774,1691569,0.0,-0.011627906976744207
2021-11-19,0.776,761441,-1.0,-0.027061855670103108
2021-11-22,0.774,857018,0.0,-0.040051679586563305
2021-11-23,0.776,1181650,0.0,-0.045103092783505216
2021-11-24,0.785,844797,0.0,-0.040764331210191074
2021-11-25,0.765,978291,0.0,-0.036601307189542465
2021-11-26,0.755,1067695,0.0,-0.014569536423841067
2021-11-29,0.743,2835952,1.0,-0.009421265141319024
2021-11-30,0.741,1241741,0.0,0.0
2021-12-01,0.753,723854,0.0,0.0026560424966799445
2021-12-02,0.737,736488,0.0,0.037991858887381325
2021-12-03,0.744,888829,0.0,0.043010752688172005
2021-12-06,0.736,891067,0.0,0.09782608695652173
2021-12-07,0.741,957310,0.0,0.09446693657219973
2021-12-08,0.755,1340705,0.0,0.07549668874172188
2021-12-09,0.765,1001647,0.0,0.0797385620915032
2021-12-10,0.776,1328324,0.0,0.05927835051546393
2021-12-13,0.808,3722324,0.0,-0.014851485148514865
2021-12-14,0.811,2021499,0.0,0.0
2021-12-15,0.812,1807660,0.0,0.03201970443349733
2021-12-16,0.826,1591213,-1.0,0.002421307506053294
2021-12-17,0.822,1426222,-1.0,0.012165450121654597
2021-12-20,0.796,1340742,0.0,0.025125628140703293
2021-12-21,0.811,1002070,0.0,0.006165228113440113
2021-12-22,0.838,1567611,0.0,-0.04176610978520279
2021-12-23,0.828,1024113,0.0,0.019323671497584627
2021-12-24,0.832,974138,0.0,0.03125
2021-12-27,0.816,1120483,0.0,0.09191176470588247
2021-12-28,0.816,1153500,0.0,0.0931372549019609
2021-12-29,0.803,801496,0.0,0.09464508094645074
2021-12-30,0.844,2054571,0.0,0.023696682464454888
2021-12-31,0.858,2551381,0.0,0.006993006993007089
2022-01-04,0.891,1956734,0.0,-0.06285072951739623
2022-01-05,0.892,2229333,0.0,-0.05493273542600907
2022-01-06,0.879,1625309,-1.0,-0.062571103526735
2022-01-07,0.864,2023770,0.0,-0.03819444444444453
2022-01-10,0.864,1564180,0.0,-0.00462962962962965
2022-01-11,0.835,3023150,1.0,0.008383233532934131
2022-01-12,0.843,1567112,0.0,0.007117437722419906
2022-01-13,0.824,1020478,0.0,0.00364077669902918
2022-01-14,0.831,1432220,0.0,-0.03369434416365813
2022-01-17,0.86,2142142,0.0,-0.06511627906976736
2022-01-18,0.842,1823818,0.0,-0.10451306413301664
2022-01-19,0.849,1061867,-1.0,-0.11189634864546527
2022-01-20,0.827,1560149,0.0,-0.12575574365175335
2022-01-21,0.803,1459263,0.0,-0.09464508094645085
2022-01-24,0.804,2024950,1.0,-0.10447761194029859
2022-01-25,0.754,3013523,1.0,-0.0305039787798409
2022-01-26,0.754,1590258,0.0,-0.0013262599469495706
2022-01-27,0.723,3305697,1.0,0.053941908713692976
2022-01-28,0.727,1529381,0.0,0.022008253094910613
2022-02-07,0.72,1030977,0.0,0.03472222222222232
2022-02-08,0.731,1791950,0.0,0.02735978112175097
2022-02-09,0.753,1890580,0.0,0.0013280212483399723
2022-02-10,0.762,1853398,0.0,-0.02887139107611547
2022-02-11,0.743,1879862,0.0,0.0026917900403768957
2022-02-14,0.745,1244152,-1.0,0.00939597315436247
2022-02-15,0.751,1120261,-1.0,-0.04394141145139818
2022-02-16,0.754,859756,-1.0,-0.02785145888594165
2022-02-17,0.74,962717,0.0,-0.05270270270270272
2022-02-18,0.745,763268,-1.0,-0.051006711409396055
2022-02-21,0.752,848813,0.0,-0.06382978723404265
2022-02-22,0.718,1968156,1.0,-0.00835654596100277
2022-02-23,0.733,1091782,0.0,-0.03547066848567537
2022-02-24,0.701,1924276,1.0,0.0028530670470756636
2022-02-25,0.707,1297568,0.0,-0.008486562942008447
2022-02-28,0.704,1807657,0.0,-0.026988636363636243
2022-03-01,0.712,1317102,0.0,-0.07022471910112349
2022-03-02,0.707,1343312,0.0,-0.07355021216407343
2022-03-03,0.703,1568617,0.0,-0.06401137980085336
2022-03-04,0.701,1455298,0.0,-0.04850213980028517
2022-03-07,0.685,1611148,0.0,-0.05547445255474459
2022-03-08,0.662,2039790,1.0,-0.08157099697885206
2022-03-09,0.655,1625500,0.0,-0.03053435114503822
2022-03-10,0.658,1194450,0.0,-0.001519756838905817
2022-03-11,0.667,1032261,0.0,-0.007496251874062998
2022-03-14,0.647,652135,0.0,0.02472952086553315
2022-03-15,0.608,1268884,0.0,0.09703947368421062
2022-03-16,0.635,1375847,1.0,0.0551181102362206
2022-03-17,0.657,1981022,1.0,-0.004566210045662156
2022-03-18,0.662,718703,0.0,-0.010574018126888185
2022-03-21,0.663,613621,-1.0,0.003016591251885359
2022-03-22,0.667,559794,-1.0,-0.016491754122938573
2022-03-23,0.67,733304,-1.0,0.0014925373134329067
2022-03-24,0.654,563920,0.0,0.024464831804281273
2022-03-25,0.655,490266,0.0,0.05496183206106853
2022-03-28,0.665,1028743,0.0,0.042105263157894646
2022-03-29,0.656,692670,0.0,0.028963414634146423
2022-03-30,0.671,964519,0.0,-0.019374068554396384
2022-03-31,0.67,754681,0.0,-0.052238805970149294
2022-04-01,0.691,1671171,0.0,-0.05499276410998544
2022-04-06,0.693,1180773,0.0,-0.09090909090909083
2022-04-07,0.675,1460299,0.0,-0.059259259259259345
2022-04-08,0.658,1090835,0.0,-0.05623100303951367
2022-04-11,0.635,1176177,0.0,-0.0299212598425197
2022-04-12,0.653,1152249,0.0,-0.050535987748851485
2022-04-13,0.63,1811796,1.0,-0.020634920634920673
2022-04-14,0.635,1240235,0.0,-0.0598425196850394
2022-04-15,0.621,894855,0.0,-0.05152979066022545
2022-04-18,0.616,1109641,0.0,-0.1071428571428571
2022-04-19,0.62,1569660,0.0,-0.11612903225806448
2022-04-20,0.617,972685,0.0,-0.0907617504051863
2022-04-21,0.597,1439491,1.0,-0.07872696817420421
2022-04-22,0.589,1539055,0.0,0.001697792869269854
2022-04-25,0.55,2988741,1.0,0.06727272727272715
2022-04-26,0.548,1519320,0.0,0.045620437956204185
2022-04-27,0.561,1494001,0.0,0.03386809269162194
2022-04-28,0.55,1302709,0.0,0.05999999999999983
2022-04-29,0.59,2081514,0.0,-0.006779661016949157
2022-05-05,0.587,1248384,0.0,-0.0017035775127768327
2022-05-06,0.573,988117,-1.0,0.02617801047120416
2022-05-09,0.58,539559,-1.0,0.01724137931034475
2022-05-10,0.583,611796,-1.0,0.012006861063464935
2022-05-11,0.586,1324018,1.0,0.0017064846416381396
2022-05-12,0.586,822654,0.0,-0.0017064846416382506
2022-05-13,0.588,611097,-1.0,0.011904761904761862
2022-05-16,0.59,818309,0.0,0.015254237288135686
2022-05-17,0.59,734686,0.0,-0.02203389830508473
2022-05-18,0.587,674766,0.0,0.022146507666098936
2022-05-19,0.585,705179,0.0,0.03589743589743599
2022-05-20,0.595,719641,0.0,0.010084033613445342
2022-05-23,0.599,1060592,0.0,0.006677796327211993
2022-05-24,0.577,1044754,1.0,0.0641247833622185
2022-05-25,0.6,1412083,0.0,0.025000000000000133
2022-05-26,0.606,1384667,0.0,0.014851485148514865
2022-05-27,0.601,949716,0.0,0.04159733777038266
2022-05-30,0.603,1092629,0.0,0.03482587064676612
2022-05-31,0.614,1481031,0.0,0.02442996742671011
2022-06-01,0.615,954032,0.0,0.009756097560975618
2022-06-02,0.615,821394,-1.0,0.02276422764227637
2022-06-06,0.626,1040091,0.0,-0.007987220447284393
2022-06-07,0.624,1004882,0.0,-0.0064102564102563875
2022-06-08,0.629,1846942,0.0,-0.004769475357710662
2022-06-09,0.621,974851,0.0,0.03864734299516903
2022-06-10,0.629,737462,-1.0,0.009538950715421324
2022-06-13,0.621,762455,0.0,0.03220611916264082
2022-06-14,0.62,759038,0.0,0.041935483870967794
2022-06-15,0.626,1057490,1.0,-0.0015974440894568342
2022-06-16,0.645,1460155,0.0,-0.02635658914728689
2022-06-17,0.635,1497562,0.0,-0.007874015748031482
2022-06-20,0.641,811592,-1.0,-0.0031201248049922414
2022-06-21,0.646,1501650,0.0,-0.003095975232198178
2022-06-22,0.625,983819,0.0,0.016000000000000014
2022-06-23,0.628,888926,0.0,0.023885350318471277
2022-06-24,0.63,1016874,0.0,0.0031746031746031633
2022-06-27,0.639,1296795,0.0,-0.010954616588419452
2022-06-28,0.644,771353,0.0,-0.03260869565217395
2022-06-29,0.635,1447442,0.0,-0.03622047244094495
2022-06-30,0.643,1459741,0.0,-0.05287713841368591
2022-07-01,0.632,900679,-1.0,-0.025316455696202556
2022-07-04,0.632,1209459,0.0,-0.04113924050632911
2022-07-05,0.623,1953047,1.0,-0.03531300160513651
2022-07-06,0.612,1105153,0.0,-0.013071895424836666
2022-07-07,0.609,1328257,0.0,-0.011494252873563204
2022-07-08,0.616,1448522,0.0,-0.045454545454545525
2022-07-11,0.606,982489,0.0,-0.0033003300330033403
2022-07-12,0.601,627790,0.0,0.019966722129783676
2022-07-13,0.604,699488,0.0,0.01821192052980125
2022-07-14,0.602,549186,0.0,0.03156146179401986
2022-07-15,0.588,759890,0.0,0.03911564625850339
2022-07-18,0.604,740152,0.0,0.0016556291390728006
2022-07-19,0.613,884065,0.0,0.006525285481239873
2022-07-20,0.615,740782,0.0,-0.006504065040650375
2022-07-21,0.621,1154042,0.0,-0.009661835748792313
2022-07-22,0.611,958560,0.0,-0.009819967266775809
2022-07-25,0.605,501795,-1.0,0.0
2022-07-26,0.617,1092991,0.0,-0.0551053484602918
2022-07-27,0.611,437751,0.0,-0.0556464811783961
2022-07-28,0.615,566837,0.0,-0.0536585365853659
2022-07-29,0.605,596459,0.0,-0.00991735537190086
2022-08-01,0.605,535013,0.0,-0.011570247933884281
2022-08-02,0.583,1335377,1.0,0.018867924528301883
2022-08-03,0.577,1114603,1.0,0.020797227036395194
2022-08-04,0.582,607601,0.0,0.046391752577319645
2022-08-05,0.599,1097340,0.0,0.026711185308848195
2022-08-08,0.598,481310,0.0,0.01672240802675584
2022-08-09,0.594,430744,-1.0,0.01683501683501687
2022-08-10,0.589,476653,-1.0,0.04074702886247872
2022-08-11,0.609,783350,0.0,-0.009852216748768461
2022-08-12,0.615,855404,0.0,-0.009756097560975618
2022-08-15,0.608,683799,0.0,0.016447368421052655
2022-08-16,0.604,604089,0.0,0.008278145695364225
2022-08-17,0.613,627066,0.0,-0.01794453507340943
2022-08-18,0.603,495542,0.0,0.0016583747927032544
2022-08-19,0.609,1208277,1.0,-0.009852216748768461
2022-08-22,0.618,766987,0.0,-0.029126213592232997
2022-08-23,0.609,706417,0.0,-0.0049261083743842304
2022-08-24,0.602,759018,0.0,0.006644518272425293
2022-08-25,0.604,920475,0.0,-0.019867549668874163
2022-08-26,0.603,607193,0.0,0.0
2022-08-29,0.6,576118,0.0,-0.008333333333333304
2022-08-30,0.606,684764,0.0,-0.01650165016501648
2022-08-31,0.606,1391236,0.0,-0.034653465346534684
2022-09-01,0.592,2311778,1.0,-0.016891891891891886
2022-09-02,0.603,1812356,0.0,-0.02985074626865669
2022-09-05,0.595,2264516,1.0,-0.015126050420168125
2022-09-06,0.596,1710791,0.0,-0.028523489932885893
2022-09-07,0.585,2487325,0.0,-0.015384615384615441
2022-09-08,0.582,694865,0.0,-0.029209621993127155
2022-09-09,0.585,1372788,0.0,-0.05470085470085462
2022-09-13,0.586,666254,0.0,-0.05119453924914663
2022-09-14,0.579,912479,0.0,-0.03626943005181327
2022-09-15,0.576,1074748,0.0,-0.04513888888888873
2022-09-16,0.565,1336829,1.0,-0.044247787610619316
2022-09-19,0.553,1685115,1.0,-0.039783001808318286
2022-09-20,0.556,844138,0.0,-0.014388489208633115
2022-09-21,0.558,930976,0.0,-0.03405017921146958
2022-09-22,0.55,638389,0.0,-0.040000000000000036
2022-09-23,0.54,1213855,0.0,-0.022222222222222254
2022-09-26,0.531,816759,0.0,-0.032015065913371
2022-09-27,0.548,2141144,1.0,-0.06386861313868619
2022-09-28,0.539,776628,0.0,-0.0278293135435993
2022-09-29,0.528,1089765,0.0,-0.005681818181818232
2022-09-30,0.528,917739,0.0,0.017045454545454586
2022-10-10,0.514,1400306,0.0,0.05252918287937747
2022-10-11,0.513,1318737,0.0,0.050682261208577106
2022-10-12,0.524,1091295,0.0,0.013358778625954137
2022-10-13,0.525,919089,0.0,0.01904761904761898
2022-10-14,0.537,1038307,0.0,-0.020484171322160183
2022-10-17,0.541,851747,0.0,-0.0573012939001849
2022-10-18,0.539,522172,-1.0,-0.061224489795918435
2022-10-19,0.531,624949,-1.0,-0.030131826741996215
2022-10-20,0.535,716270,0.0,-0.02242990654205612
2022-10-21,0.526,700545,0.0,-0.03802281368821292
2022-10-24,0.51,1004823,1.0,0.0019607843137254832
2022-10-25,0.506,681006,0.0,0.04347826086956519
2022-10-26,0.515,907956,0.0,0.04854368932038833
2022-10-27,0.523,819911,0.0,0.02294455066921608
2022-10-28,0.506,714502,0.0,0.07905138339920947
2022-10-31,0.511,696178,0.0,0.08610567514677103
2022-11-01,0.528,848326,0.0,0.05113636363636376
2022-11-02,0.54,1748155,0.0,0.022222222222222143
2022-11-03,0.535,906003,0.0,0.05981308411214936
2022-11-04,0.546,1569758,0.0,0.042124542124541975
2022-11-07,0.555,1266547,0.0,0.028828828828828756
2022-11-08,0.555,1041087,-1.0,0.043243243243243024
2022-11-09,0.552,757842,-1.0,0.06340579710144922
2022-11-10,0.567,1353388,0.0,0.06349206349206349
2022-11-11,0.569,1447570,0.0,0.05623901581722324
2022-11-14,0.571,1357427,0.0,0.028021015761821477
