date,close,v9_ad_osc,future_return_5d
2023-10-16,0.565,,-0.03362831858407067
2023-10-17,0.566,,-0.03886925795052987
2023-10-18,0.565,,-0.03539823008849541
2023-10-19,0.551,,0.0
2023-10-20,0.552,,-0.0036231884057971175
2023-10-23,0.546,,-0.009157509157509125
2023-10-24,0.544,,-0.005514705882352922
2023-10-25,0.545,,-0.007339449541284404
2023-10-26,0.551,,-0.010889292196007316
2023-10-27,0.55,,-0.012727272727272698
2023-10-30,0.541,,0.005545286506469571
2023-10-31,0.541,,0.003696857670979714
2023-11-01,0.541,,-0.001848428835489857
2023-11-02,0.545,,-0.003669724770642202
2023-11-03,0.543,,-0.007366482504604033
2023-11-06,0.544,,-0.014705882352941235
2023-11-07,0.543,,-0.011049723756906049
2023-11-08,0.54,,0.0
2023-11-09,0.543,,-0.007366482504604033
2023-11-10,0.539,,-0.005565862708719838
2023-11-13,0.536,,0.005597014925373234
2023-11-14,0.537,,0.007448789571694592
2023-11-15,0.54,,-0.0018518518518518823
2023-11-16,0.539,,0.0
2023-11-17,0.536,,0.005597014925373234
2023-11-20,0.539,,-0.00927643784786647
2023-11-21,0.541,,-0.01848428835489835
2023-11-22,0.539,,-0.02226345083487946
2023-11-23,0.539,,-0.01855287569573283
2023-11-24,0.539,,-0.02226345083487946
2023-11-27,0.534,,-0.014981273408239737
2023-11-28,0.531,,-0.026365348399246757
2023-11-29,0.527,,-0.020872865275142316
2023-11-30,0.529,,-0.022684310018903586
2023-12-01,0.527,,-0.018975332068311257
2023-12-04,0.526,,-0.013307984790874583
2023-12-05,0.517,,0.013539651837524147
2023-12-06,0.516,,0.003875968992248069
2023-12-07,0.517,,-0.0019342359767892114
2023-12-08,0.517,794561.4408333334,-0.003868471953578312
2023-12-11,0.519,753905.6139285713,-0.0077071290944122905
2023-12-12,0.524,741783.1245238096,-0.01908396946564883
2023-12-13,0.518,713726.215119048,-0.009652509652509633
2023-12-14,0.516,635163.9890476195,0.0019379844961240345
2023-12-15,0.515,575119.4254761902,0.003883495145631022
2023-12-18,0.515,465220.52857142827,0.003883495145631022
2023-12-19,0.514,336084.2376190475,0.0019455252918287869
2023-12-20,0.513,192999.49833333353,0.00974658869395717
2023-12-21,0.517,56784.35904761916,0.009671179883945946
2023-12-22,0.517,-103370.91523809452,0.007736943907156624
2023-12-25,0.517,-270468.5430952376,0.007736943907156624
2023-12-26,0.515,-330413.8709523808,0.01553398058252431
2023-12-27,0.518,-320082.6916666664,0.01158301158301156
2023-12-28,0.522,-297321.13571428554,0.013409961685823868
2023-12-29,0.521,-298688.2547619045,0.007677543186180413
2024-01-02,0.521,-253190.92797619058,0.013435700575815668
2024-01-03,0.523,-111370.97619047575,0.003824091778202643
2024-01-04,0.524,12476.550595237408,0.0
2024-01-05,0.529,134007.7173809521,0.0
2024-01-08,0.525,211568.76166666718,0.011428571428571344
2024-01-09,0.528,246764.2209523809,0.018939393939394034
2024-01-10,0.525,203101.9302380951,0.015238095238095273
2024-01-11,0.524,173807.04785714298,0.022900763358778553
2024-01-12,0.529,203978.0916666668,0.013232514177693666
2024-01-15,0.531,268305.5063095242,0.0037664783427495685
2024-01-16,0.538,400655.3876190474,-0.0074349442379182396
2024-01-17,0.533,503557.9105952387,0.016885553470919357
2024-01-18,0.536,727874.989943977,0.02425373134328357
2024-01-19,0.536,946121.7130427165,0.042910447761194126
2024-01-22,0.533,1135601.286141457,0.05816135084427754
2024-01-23,0.534,1325063.5985259097,0.04494382022471921
2024-01-24,0.542,1537400.5359103642,0.029520295202952074
2024-01-25,0.549,1720831.8697233899,0.010928961748633892
2024-01-26,0.559,1919314.2633848991,-0.007155635062611854
2024-01-29,0.564,2142434.757046409,-0.0017730496453900457
2024-01-30,0.558,2347545.9874503426,0.017921146953404854
2024-01-31,0.558,2476860.045632053,0.008960573476702427
2024-02-01,0.555,2566504.828813766,0.009009009009008917
2024-02-02,0.555,2684010.795328811,0.03243243243243232
2024-02-05,0.563,2896963.083510521,0.02131438721136769
2024-02-06,0.568,3138842.819419505,0.04225352112676051
2024-02-07,0.563,3487705.426757063,0.05328596802841923
2024-02-08,0.56,3871613.829332713,0.06249999999999978
2024-02-19,0.573,4240243.321194077,0.01221640488656206
2024-02-20,0.575,4597339.644999885,0.01043478260869568
2024-02-21,0.592,4878056.5792223625,-0.020270270270270285
2024-02-22,0.593,5298886.955111504,-0.0202360876897133
2024-02-23,0.595,5553465.942497974,-0.021848739495798353
2024-02-26,0.58,5724626.189259445,-0.006896551724137945
2024-02-27,0.581,5970731.461020909,0.012048192771084265
2024-02-28,0.58,6192374.671671269,0.0034482758620688614
2024-02-29,0.581,6338542.337321626,0.005163511187607606
2024-03-01,0.582,6443191.027971981,0.0017182130584192379
2024-03-04,0.576,6445431.515592039,0.01041666666666674
2024-03-05,0.588,6500165.233212093,-0.017006802721088454
2024-03-06,0.582,6558917.233597301,-0.01718213058419249
2024-03-07,0.584,6626292.135569809,-0.022260273972602773
2024-03-08,0.583,6725230.92087565,-0.015437392795883409
2024-03-11,0.582,6797978.739514824,-0.013745704467354014
2024-03-12,0.578,6729363.7623206675,-0.01557093425605538
2024-03-13,0.572,6572168.723005302,0.0034965034965035446
2024-03-14,0.571,6308818.515832789,0.01050788091068311
2024-03-15,0.574,5972527.384850755,0.0017421602787457413
2024-03-18,0.574,5564360.246725861,0.006968641114982521
2024-03-19,0.569,5087961.019712076,0.02987697715289994
2024-03-20,0.574,4614876.916309409,0.024390243902439046
2024-03-21,0.577,4013975.570049595,0.008665511265164572
2024-03-22,0.575,3538680.4959631935,0.01043478260869568
2024-03-25,0.578,3238426.393305365,0.015570934256055269
2024-03-26,0.586,2951482.090647541,0.0017064846416381396
2024-03-27,0.588,2667298.9879897125,-0.006802721088435382
2024-03-28,0.582,2381933.0531096645,0.010309278350515427
2024-03-29,0.581,2118118.1119796075,0.005163511187607606
2024-04-01,0.587,1994901.1494480446,-0.0034071550255536653
2024-04-02,0.587,1731279.1602498181,-0.005110732538330498
2024-04-03,0.584,1509220.0411273427,-0.006849315068493178
2024-04-08,0.588,1332997.824385818,0.006802721088435382
2024-04-09,0.584,1104877.2909776345,0.015410958904109595
2024-04-10,0.585,873153.5659027807,0.030769230769230882
2024-04-11,0.584,755116.8896374479,0.041095890410958846
2024-04-12,0.58,696855.583718434,0.04655172413793118
2024-04-15,0.592,762342.6742279939,0.016891891891891886
2024-04-16,0.593,876775.3808089867,0.015177065767284947
2024-04-17,0.603,1090805.8762788586,-0.00497512437810943
2024-04-18,0.608,1374619.2313892618,0.00164473684210531
2024-04-19,0.607,1637916.1401702985,-0.011532125205930832
2024-04-22,0.602,1864991.0596656203,0.006644518272425293
2024-04-23,0.602,1994368.811498601,0.011627906976744207
2024-04-24,0.6,2010656.5673494376,0.015000000000000124
2024-04-25,0.609,1969532.8982002847,0.0
2024-04-26,0.6,1912562.4692026377,0.015000000000000124
2024-04-29,0.606,1927675.664649438,0.0066006600660066805
2024-04-30,0.609,1946828.4413462356,0.013136288998357948
2024-05-06,0.609,1857461.3847097084,0.019704433497536922
2024-05-07,0.609,1883739.7664064988,0.014778325123152802
2024-05-08,0.609,1887081.0710199736,0.011494252873563315
2024-05-09,0.61,1834574.0949985236,0.02786885245901649
2024-05-10,0.617,1930649.8495326154,0.029173419773095732
2024-05-13,0.621,2076044.2140667178,0.017713365539452575
2024-05-14,0.618,2161533.9268151075,0.029126213592232997
2024-05-15,0.616,2272795.2943253964,0.03733766233766245
2024-05-16,0.627,2308955.200297229,0.012759170653907415
2024-05-17,0.635,2369117.638087243,-0.009448818897637823
2024-05-20,0.632,2296330.857190389,0.009493670886076
2024-05-21,0.636,2229946.554234706,-0.0015723270440252124
2024-05-22,0.639,2208133.6731044203,-0.015649452269170583
2024-05-23,0.635,2254899.431259852,-0.015748031496062964
2024-05-24,0.629,2318580.8637010045,-0.0031796502384737746
2024-05-27,0.638,2477680.609237388,-0.028213166144200663
2024-05-28,0.635,2600934.9797737673,-0.017322834645669305
2024-05-29,0.629,2736613.8394515663,-0.020667726550079535
2024-05-30,0.625,2763259.0769071393,-0.014399999999999968
2024-05-31,0.627,2782700.720612716,-0.011164274322169043
2024-06-03,0.62,2853273.5330682956,-0.016129032258064502
2024-06-04,0.624,2878876.628857199,-0.02564102564102566
