date,close,volume,v6_turnover,future_return_5d
2023-10-16,1.637,2177739,,-0.04642638973732438
2023-10-17,1.623,2170099,,-0.014171287738755312
2023-10-18,1.598,2750218,,0.0012515644555695093
2023-10-19,1.586,2336681,,-0.0012610340479193294
2023-10-20,1.595,2336344,,0.005015673981191293
2023-10-23,1.561,1841789,,0.02882767456758506
2023-10-24,1.6,2610768,,0.0
2023-10-25,1.6,3375742,,-0.010000000000000009
2023-10-26,1.584,2150796,,-0.007575757575757569
2023-10-27,1.603,2372098,,-0.02058640049906424
2023-10-30,1.606,3738504,,0.0031133250311332628
2023-10-31,1.6,3277049,,0.0068749999999999645
2023-11-01,1.584,2067766,,0.02777777777777768
2023-11-02,1.572,2264322,,0.03371501272264621
2023-11-03,1.57,2595206,,0.019108280254777066
2023-11-06,1.611,4700153,,-0.006828057107386654
2023-11-07,1.611,4042830,,0.008690254500310468
2023-11-08,1.628,4819272,,-0.00859950859950842
2023-11-09,1.625,5004708,,-0.009846153846153838
2023-11-10,1.6,4073741,1.3421252408644475,0.0
2023-11-13,1.6,2381971,0.7821273258700119,0.001874999999999849
2023-11-14,1.625,2492224,0.8140242332046896,0.008615384615384691
2023-11-15,1.614,3959746,1.2683015887937725,0.008674101610904428
2023-11-16,1.609,2495922,0.7974070553656606,0.039776258545680676
2023-11-17,1.6,1779957,0.5737672683137881,0.043749999999999956
2023-11-20,1.603,1990182,0.6400023719727621,0.01933873986275736
2023-11-21,1.639,5309111,1.6363090275583938,-0.01342281879194629
2023-11-22,1.628,3670789,1.1262447334255439,-0.032555282555282505
2023-11-23,1.673,5321569,1.5569904056812225,-0.06156604901374774
2023-11-24,1.67,3991110,1.1407060910425857,-0.05329341317365266
2023-11-27,1.634,3198458,0.9212667891447683,-0.047735618115055
2023-11-28,1.617,2334563,0.6816879241272177,-0.05875077303648735
2023-11-29,1.575,3620788,1.033822301951977,-0.020952380952380945
2023-11-30,1.57,2270343,0.6481819679523012,-0.01273885350318471
2023-12-01,1.581,1962679,0.5654496457482151,-0.037318153067678606
2023-12-04,1.556,1984713,0.595074624153785,-0.028920308483290635
2023-12-05,1.522,2299933,0.708088058980035,0.02233902759526951
2023-12-06,1.542,3216645,1.015368703166987,-0.012970168612192023
2023-12-07,1.55,1899598,0.6305296497785161,-0.021290322580645227
2023-12-08,1.522,1949099,0.6706069562046056,0.011169513797634645
2023-12-11,1.511,2135985,0.7380300685097807,0.0019854401058903015
2023-12-12,1.556,4655671,1.550679227012383,-0.03791773778920304
2023-12-13,1.522,3224806,1.0874056835893076,-0.03482260183968455
2023-12-14,1.517,1659156,0.5674738271322239,-0.018457481872115933
2023-12-15,1.539,2769806,0.9315751496460002,-0.04353476283300839
2023-12-18,1.514,2391261,0.7988700379812723,-0.036988110964332965
2023-12-19,1.497,2504971,0.8779830718347603,-0.042752171008684114
2023-12-20,1.469,1468486,0.535361150747617,-0.02246426140231461
2023-12-21,1.489,1746231,0.6810002015821527,-0.011417058428475624
2023-12-22,1.472,2489497,1.000145653040156,-0.0020380434782607537
2023-12-25,1.458,1796510,0.7426550163834821,-0.011659807956104218
2023-12-26,1.433,2122602,0.8813185636007389,0.007676203768318235
2023-12-27,1.436,1873256,0.8070683493903482,-0.0062674094707519945
2023-12-28,1.472,2630551,1.1246127097882546,-0.03600543478260865
2023-12-29,1.469,1732292,0.7442544445112528,-0.0496936691626958
2024-01-02,1.441,1945596,0.8366004505680604,-0.024982650936849482
2024-01-03,1.444,2138999,0.9229566435843977,-0.03116343490304707
2024-01-04,1.427,1742497,0.7765679736576994,-0.01191310441485638
2024-01-05,1.419,1791776,0.8004530272790255,-0.007751937984496249
2024-01-08,1.396,1357365,0.6145077086397783,0.014326647564469885
2024-01-09,1.405,1514728,0.6955303598762395,-0.002135231316726105
2024-01-10,1.399,2000710,0.9783160822878683,-0.027877055039313703
2024-01-11,1.41,2118444,1.0646855938275652,-0.0375886524822695
2024-01-12,1.408,1874801,0.9371573311015124,-0.037642045454545414
2024-01-15,1.416,1669552,0.8581581272226702,-0.08686440677966101
2024-01-16,1.402,1568970,0.8238693751920889,-0.06205420827389441
2024-01-17,1.36,1500771,0.8093980217796347,0.0022058823529411686
2024-01-18,1.357,2122410,1.1248263599886352,0.0641120117907148
2024-01-19,1.355,2739814,1.4147861019637917,0.09667896678966792
2024-01-22,1.293,1969682,1.0309414543740252,0.12142304717710761
2024-01-23,1.315,1890399,0.9870191304238861,0.057794676806083745
2024-01-24,1.363,3301593,1.6723613487377713,-0.010271460014673495
2024-01-25,1.444,3520090,1.7116464840179095,-0.08518005540166207
2024-01-26,1.486,5593373,2.5370302106900957,-0.11843876177658141
2024-01-29,1.45,4592035,1.955988256918718,-0.15034482758620693
2024-01-30,1.391,3040814,1.2657184131232517,-0.08267433501078358
2024-01-31,1.349,2769566,1.1378803226581105,-0.05189028910303939
2024-02-01,1.321,2242383,0.9119219241861145,0.018925056775170424
2024-02-02,1.31,2501646,1.0028818693348651,0.02519083969465652
2024-02-05,1.232,2321552,0.913038286005757,0.10146103896103886
2024-02-06,1.276,2988522,1.1422457800903152,0.08307210031347956
2024-02-07,1.279,4242466,1.5549030021376835,0.08287724784988271
2024-02-08,1.346,3147318,1.1321744508505982,0.035661218424962726
2024-02-19,1.343,2372564,0.8459014195786045,0.027550260610573307
2024-02-20,1.357,3153264,1.0952782419883613,0.037582903463522443
2024-02-21,1.382,6399261,2.0507322255932,-0.011577424023154648
2024-02-22,1.385,2388606,0.7547253394051613,0.0043321299638989785
2024-02-23,1.394,1892871,0.6002652477961858,-0.002152080344332785
2024-02-26,1.38,3661696,1.1444641693199973,-0.020289855072463614
2024-02-27,1.408,2863784,0.8827423386388126,-0.04403409090909083
2024-02-28,1.366,3630232,1.0897730048837324,-0.02049780380673505
2024-02-29,1.391,2557935,0.7765439751664762,-0.04457225017972688
2024-03-01,1.391,2086766,0.6475948309124008,-0.05248023005032343
2024-03-04,1.352,4409844,1.3941277798085379,0.0
2024-03-05,1.346,2727951,0.8885972665273388,0.04606240713224352
2024-03-06,1.338,1565990,0.5226568083484512,0.026905829596412634
2024-03-07,1.329,1929917,0.65327278012763,0.039879608728367044
2024-03-08,1.318,1367645,0.4699017330921599,0.047040971168436974
2024-03-11,1.352,2154040,0.7445410325050762,0.02218934911242587
2024-03-12,1.408,5151240,1.6975046032492764,-0.029829545454545303
2024-03-13,1.374,2592486,0.8599214977820374,-0.003639010189228631
2024-03-14,1.382,3492234,1.1729603596192526,0.0
2024-03-15,1.38,1544580,0.533138603714491,-0.018115942028985477
2024-03-18,1.382,1869562,0.6509627871244352,-0.00940665701881327
2024-03-19,1.366,2382165,0.8407323923629588,0.016105417276720102
2024-03-20,1.369,1850664,0.710152192792477,-0.016800584368151905
2024-03-21,1.382,2178456,0.8393194243782197,-0.02387843704775683
2024-03-22,1.355,2488029,0.947726412552993,-0.016974169741697298
2024-03-25,1.369,3606349,1.3751603459676895,-0.01241782322863394
2024-03-26,1.388,4101413,1.5278838287453813,-0.03818443804034577
2024-03-27,1.346,3025463,1.1399048455101093,-0.023031203566121983
2024-03-28,1.349,2738046,1.0281261757728277,-0.039288361749443945
2024-03-29,1.332,1811336,0.6836854264060085,-0.02327327327327333
2024-04-01,1.352,1939174,0.7677352101501403,-0.06656804733727817
2024-04-02,1.335,2108483,0.8451295694081231,-0.05468164794007491
2024-04-03,1.315,1291366,0.5204744414284381,-0.06311787072243347
2024-04-08,1.296,1737680,0.7030813480389634,-0.06018518518518523
2024-04-09,1.301,1354480,0.5481810945110135,-0.08301306687163712
2024-04-10,1.262,2026653,0.8223407577611451,-0.032488114104595844
2024-04-11,1.262,1578504,0.6905526404187771,-0.03961965134706813
2024-04-12,1.232,1441664,0.6469749418961201,-0.02759740259740262
2024-04-15,1.218,1755633,0.8198203583027666,-0.018883415435139494
2024-04-16,1.193,2359217,1.081110248048905,-0.010058675607711676
2024-04-17,1.221,1955002,0.8941285019587454,-0.030303030303030387
2024-04-18,1.212,1596052,0.7433236251103306,-0.018151815181518205
2024-04-19,1.198,1717886,0.8025463430025719,0.030050083472454192
2024-04-22,1.195,1488682,0.7068578816247776,0.11715481171548103
2024-04-23,1.181,1572584,0.7632853024803603,0.09229466553767995
2024-04-24,1.184,1897790,0.9609766872045417,0.09881756756756754
2024-04-25,1.19,1833535,0.9849975409107307,0.1075630252100841
2024-04-26,1.234,6620054,3.243230955769672,0.03646677471636939
2024-04-29,1.335,14647105,5.555207680672855,-0.025468164794007486
2024-04-30,1.29,8665921,2.90863892263247,0.045736434108527124
2024-05-06,1.301,7243810,2.232570648313575,0.019984627209838512
2024-05-07,1.318,5683857,1.660308635596683,0.01062215477996964
2024-05-08,1.279,4911445,1.3626332778609744,0.06098514464425331
2024-05-09,1.301,6161079,1.610509020845682,0.08224442736356652
2024-05-10,1.349,8977670,2.1341323937892844,0.13269088213491487
2024-05-13,1.327,8576673,1.8915481416529145,0.12358703843255481
2024-05-14,1.332,5454335,1.1536242271758181,0.11786786786786796
2024-05-15,1.357,13734403,2.5707162773272256,0.11127487103905676
2024-05-16,1.408,12200977,2.0803370885611367,0.045454545454545414
2024-05-17,1.528,19346634,2.8814183012202346,-0.06937172774869116
2024-05-20,1.491,19338309,2.5500707953773567,-0.036887994634473564
2024-05-21,1.489,9932832,1.2415606928110838,-0.06581598388179988
2024-05-22,1.508,16440840,1.8818723570251419,-0.07427055702917773
2024-05-23,1.472,11344799,1.2292245186235744,-0.07404891304347827
2024-05-24,1.422,7517460,0.7891123311867964,-0.039381153305203864
2024-05-27,1.436,6713285,0.6873259320254091,-0.07033426183844005
2024-05-28,1.391,8311022,0.8235971299732622,-0.022286125089863384
